TiNbZrCu_12	
61.18	1358.305
61.2	1426.394
61.22	1348.425
61.24	1342.861
61.26	1406.881
61.28	1406.497
61.3	1361.056
61.32	1379.1
61.34	1398.497
61.36	1330.199
61.38	1351.639
61.4	1395.876
61.42	1379.601
61.44	1352.583
61.46	1422.199
61.48	1385.421
61.5	1394.163
61.52	1335.569
61.54	1407.322
61.56	1304.246
61.58	1368.454
61.6	1342.225
61.62	1392.464
61.64	1403.603
61.66	1436.495
61.68	1365.707
61.7	1334.767
61.72	1382.81
61.74	1344.859
61.76	1348.897
61.78	1442.17
61.8	1362.832
61.82	1345.744
61.84	1441.354
61.86	1399.917
61.88	1353.487
61.9	1362.485
61.92	1355.058
61.94	1339.891
61.96	1405.161
61.98	1397.901
62	1358.883
62.02	1397.685
62.04	1425.578
62.06	1384.942
62.08	1367.521
62.1	1425.918
62.12	1361.504
62.14	1364.944
62.16	1378.799
62.18	1471.519
62.2	1421.382
62.22	1366.96
62.24	1458.343
62.26	1410.252
62.28	1382.645
62.3	1322.594
62.32	1354.469
62.34	1418.836
62.36	1335.731
62.38	1396.472
62.4	1357.915
62.42	1396.524
62.44	1457.711
62.46	1450.676
62.48	1385.943
62.5	1366.854
62.52	1439.092
62.54	1439.327
62.56	1419.404
62.58	1363.886
62.6	1347.333
62.62	1402.645
62.64	1403.486
62.66	1348.2
62.68	1426.691
62.7	1315.9
62.72	1365.318
62.74	1355.432
62.76	1401.997
62.78	1355.184
62.8	1385.838
62.82	1437.678
62.84	1344.093
62.86	1423.317
62.88	1392.457
62.9	1285.524
62.92	1405.522
62.94	1380.338
62.96	1374.2
62.98	1419.26
63	1356.441
63.02	1364.697
63.04	1354.746
63.06	1303.642
63.08	1340.306
63.1	1385.218
63.12	1395.041
63.14	1254.6
63.16	1389.042
63.18	1320.3
63.2	1330.909
63.22	1321.317
63.24	1365.205
63.26	1375.914
63.28	1393.583
63.3	1346.984
63.32	1414.649
63.34	1379.134
63.36	1390.269
63.38	1355.475
63.4	1348.218
63.42	1331.474
63.44	1293.369
63.46	1301.834
63.48	1343.808
63.5	1417.228
63.52	1320.671
63.54	1291.698
63.56	1281.074
63.58	1329.191
63.6	1374.973
63.62	1385.597
63.64	1380.056
63.66	1364.958
63.68	1292.155
63.7	1353.948
63.72	1353.867
63.74	1373.062
63.76	1369.738
63.78	1409.548
63.8	1414.05
63.82	1342.317
63.84	1371.244
63.86	1356.537
63.88	1394.722
63.9	1351.449
63.92	1370.12
63.94	1374.43
63.96	1434.561
63.98	1398.694
64	1343.089
64.02	1369.345
64.04	1339.15
64.06	1399.617
64.08	1384.047
64.1	1379.104
64.12	1328.929
64.14	1284.227
64.16	1334.307
64.18	1363.291
64.2	1302.895
64.22	1370.156
64.24	1323.442
64.26	1356.801
64.28	1355.776
64.3	1401.431
64.32	1379.552
64.34	1296.469
64.36	1380.219
64.38	1374.91
64.4	1317.856
64.42	1383.592
64.44	1347.064
64.46	1377.173
64.48	1353.143
64.5	1404.847
64.52	1342.69
64.54	1438.494
64.56	1370.757
64.58	1441.653
64.6	1433.778
64.62	1407.111
64.64	1362.514
64.66	1425.989
64.68	1350.811
64.7	1353.534
64.72	1382.805
64.74	1431.163
64.76	1461.491
64.78	1323.22
64.8	1364.351
64.82	1397.952
64.84	1389.204
64.86	1453.125
64.88	1411.991
64.9	1363.382
64.92	1433.746
64.94	1421.737
64.96	1411.551
64.98	1463.542
65	1461.393
65.02	1462.394
65.04	1495.107
65.06	1458.416
65.08	1451.652
65.1	1494.866
65.12	1511.362
65.14	1515.635
65.16	1508.158
65.18	1562.522
65.2	1553.054
65.22	1631.34
65.24	1672.67
65.26	1612.946
65.28	1594.91
65.3	1617.977
65.32	1746.964
65.34	1697.032
65.36	1769.12
65.38	1728.388
65.4	1693.434
65.42	1698.159
65.44	1734.373
65.46	1758.613
65.48	1786.88
65.5	1768.853
65.52	1740.63
65.54	1743.646
65.56	1798.348
65.58	1669.385
65.6	1838.16
65.62	1682.019
65.64	1683.73
65.66	1722.665
65.68	1746.877
65.7	1730.922
65.72	1724.237
65.74	1752.516
65.76	1683.762
65.78	1634.505
65.8	1670.93
65.82	1578.282
65.84	1602.952
65.86	1569.806
65.88	1605.178
65.9	1554.376
65.92	1533.543
65.94	1568.473
65.96	1539.008
65.98	1502.51
66	1537.478
66.02	1525.886
66.04	1407.027
66.06	1453.59
66.08	1427.997
66.1	1519.199
66.12	1452.075
66.14	1416.514
66.16	1417.264
66.18	1313.216
66.2	1396.188
66.22	1411.811
66.24	1356.457
66.26	1384.378
66.28	1340.229
66.3	1366.979
66.32	1369.782
66.34	1335.494
66.36	1474.234
66.38	1325.345
66.4	1338.571
66.42	1407.342
66.44	1367.353
66.46	1355.82
66.48	1368.915
66.5	1369.6
66.52	1358.894
66.54	1348.877
66.56	1393.804
66.58	1441.954
66.6	1424.729
66.62	1435.605
66.64	1342.531
66.66	1376.772
66.68	1313.514
66.7	1330.232
66.72	1345.148
66.74	1355.422
66.76	1342.816
66.78	1371.336
66.8	1402.863
66.82	1297.991
66.84	1346.473
66.86	1293.427
66.88	1337.298
66.9	1362.873
66.92	1387.462
66.94	1353.154
66.96	1312.202
66.98	1275.54
67	1390.277
67.02	1305.284
67.04	1427.421
67.06	1367.394
67.08	1316.752
67.1	1315.222
67.12	1348.383
67.14	1324.484
67.16	1342.656
67.18	1325.668
67.2	1330.807
67.22	1294.631
67.24	1353.057
67.26	1391.89
67.28	1384.999
67.3	1300.125
67.32	1381.223
67.34	1358.324
67.36	1364.729
67.38	1329.722
67.4	1370.025
67.42	1369.846
67.44	1387.999
67.46	1384.817
67.48	1360.244
67.5	1375.804
67.52	1396.949
67.54	1337.487
67.56	1357.308
67.58	1374.181
67.6	1321.564
67.62	1436.495
67.64	1340.299
67.66	1391.822
67.68	1366.616
67.7	1363.971
67.72	1404.818
67.74	1366.215
67.76	1377.368
67.78	1425.661
67.8	1357.871
67.82	1358.614
67.84	1405.985
67.86	1390.613
67.88	1399.18
67.9	1354.736
67.92	1353.213
67.94	1316.907
67.96	1365.369
67.98	1385.449
68	1391.711
68.02	1445.522
68.04	1348.602
68.06	1402.098
68.08	1381.957
68.1	1321.259
68.12	1332.297
68.14	1384.921
68.16	1398.113
68.18	1397.154
68.2	1350.786
68.22	1391.927
68.24	1344.568
68.26	1334.995
68.28	1394.818
68.3	1411.339
68.32	1390.445
68.34	1369.847
68.36	1313.369
68.38	1472.755
68.4	1405.051
68.42	1446.343
68.44	1390.427
68.46	1409.032
68.48	1336.838
68.5	1410.557
68.52	1392.409
68.54	1396.34
68.56	1395.752
68.58	1378.278
68.6	1389.386
68.62	1472.737
68.64	1365.993
68.66	1401.813
68.68	1439.176
68.7	1443.672
68.72	1434.708
68.74	1500.988
68.76	1418.996
68.78	1371.46
68.8	1464.319
68.82	1421.184
68.84	1485.161
68.86	1431.338
68.88	1479.097
68.9	1421.308
68.92	1422.034
68.94	1516.27
68.96	1533.689
68.98	1457.124
69	1425.177
69.02	1419.639
69.04	1487.029
69.06	1557.734
69.08	1512.35
69.1	1530.545
69.12	1511.192
69.14	1558.146
69.16	1538.489
69.18	1492.643
69.2	1552.165
69.22	1534.014
69.24	1525.523
69.26	1562.315
69.28	1516.472
69.3	1531.505
69.32	1553.108
69.34	1566.266
69.36	1607.359
69.38	1665.365
69.4	1680.503
69.42	1721.771
69.44	1701.028
69.46	1597.858
69.48	1666.422
69.5	1659.775
69.52	1736.054
69.54	1731.834
69.56	1785.448
69.58	1824.116
69.6	1764.282
69.62	1787.094
69.64	1994.609
69.66	1955.515
69.68	2031.954
69.7	2079.398
69.72	1984.003
69.74	2131.64
69.76	2093.304
69.78	2182.933
69.8	2250.373
69.82	2459.297
69.84	2473.684
69.86	2830.9
69.88	2996.977
69.9	3373.656
69.92	3933.92
69.94	4590.368
69.96	5739.856
69.98	6999.377
70	8264.293
70.02	9539.148
70.04	9819.501
70.06	9321.176
70.08	8377.378
70.1	7229.733
70.12	6320.04
70.14	5836.275
70.16	5618.016
70.18	5796.928
70.2	6106.003
70.22	6303.997
70.24	6113.352
70.26	5983.644
70.28	5176.765
70.3	4494.796
70.32	3934.657
70.34	3441.534
70.36	3019.306
70.38	2863.885
70.4	2540.864
70.42	2440.735
70.44	2295.231
70.46	2139.081
70.48	2126.746
70.5	2109.249
70.52	2028.913
70.54	1936.037
70.56	1829.216
70.58	1919.566
70.6	1778.241
70.62	1895.373
70.64	1765.106
70.66	1805.431
70.68	1690.951
70.7	1729.327
70.72	1714.651
70.74	1744.923
70.76	1688.037
70.78	1624.116
70.8	1631.917
70.82	1601.958
70.84	1587.597
70.86	1622.089
70.88	1673.776
70.9	1592.12
70.92	1536.383
70.94	1501.73
70.96	1469.202
70.98	1502.357
71	1529.342
71.02	1453.587
71.04	1483.198
71.06	1444.615
71.08	1454.154
71.1	1479.344
71.12	1426.309
71.14	1463.995
71.16	1446.322
71.18	1448.935
71.2	1416.948
71.22	1415.901
71.24	1352.655
71.26	1331.986
71.28	1414.902
71.3	1363.963
71.32	1354.569
71.34	1319.687
71.36	1413.829
71.38	1385.135
71.4	1365.338
71.42	1305.918
71.44	1368.763
71.46	1290.483
71.48	1344.46
71.5	1362.73
71.52	1321.753
71.54	1320.999
71.56	1294.99
71.58	1367.331
71.6	1297.388
71.62	1378.741
71.64	1344.21
71.66	1281.26
71.68	1279.378
71.7	1338.214
71.72	1308.812
71.74	1263.327
71.76	1316.503
71.78	1294.231
71.8	1236.679
71.82	1329.365
71.84	1275.69
71.86	1300.34
71.88	1325.33
71.9	1345.993
71.92	1357.332
71.94	1353.135
71.96	1310.073
71.98	1339.528
72	1286.961
72.02	1295.065
72.04	1287.532
72.06	1313.159
72.08	1189.358
72.1	1271.053
72.12	1294.745
72.14	1278.707
72.16	1292.244
72.18	1266.536
72.2	1274.539
72.22	1265.974
72.24	1265.878
72.26	1242.377
72.28	1219.446
72.3	1291.14
72.32	1246.471
72.34	1257.928
72.36	1274.612
72.38	1279.947
72.4	1256.755
72.42	1257.615
72.44	1284.596
72.46	1287.27
72.48	1250.088
72.5	1305.796
72.52	1245.38
72.54	1250.864
72.56	1202.771
72.58	1301.499
72.6	1250.111
72.62	1198.66
72.64	1251.426
72.66	1225.565
72.68	1259.812
72.7	1273.286
72.72	1317.694
72.74	1241.17
72.76	1140.799
72.78	1278.298
72.8	1216.52
72.82	1299.985
72.84	1246.243
72.86	1230.461
72.88	1333.176
72.9	1249.152
72.92	1258.518
72.94	1202.998
72.96	1257.645
72.98	1144.02
73	1162.599
73.02	1260.904
73.04	1138.247
73.06	1241.978
73.08	1175.567
73.1	1247.887
73.12	1237.778
73.14	1268.239
73.16	1219.116
73.18	1246.231
73.2	1238.417
73.22	1243.309
73.24	1210.252
73.26	1236.018
73.28	1185.505
73.3	1274.211
73.32	1198.136
73.34	1248.52
73.36	1202.972
73.38	1229.065
73.4	1237.075
73.42	1219.997
73.44	1222.312
73.46	1310.563
73.48	1257.438
73.5	1156.952
73.52	1201.584
73.54	1268.729
73.56	1206.331
73.58	1208.172
73.6	1277.272
73.62	1207.043
73.64	1207.839
73.66	1245.318
73.68	1300.423
73.7	1222.279
73.72	1198.948
73.74	1223.983
73.76	1241.25
73.78	1196.059
73.8	1210.882
73.82	1212.201
73.84	1253.36
73.86	1168.398
73.88	1232.043
73.9	1255.297
73.92	1186.089
73.94	1141.833
73.96	1241.002
73.98	1193.621
74	1215.422
74.02	1275.711
74.04	1199.467
74.06	1201.194
74.08	1250.298
74.1	1239.618
74.12	1206.373
74.14	1185.804
74.16	1236.652
74.18	1249.631
74.2	1200.312
74.22	1212.796
74.24	1220.269
74.26	1217.917
74.28	1220.783
74.3	1218.893
74.32	1161.366
74.34	1214.509
74.36	1209.055
74.38	1150.468
74.4	1204.933
74.42	1179.513
74.44	1197.208
74.46	1246.657
74.48	1161.469
74.5	1211.986
74.52	1248.928
74.54	1233.727
74.56	1261.681
74.58	1249.802
74.6	1233.193
74.62	1235.013
74.64	1171.763
74.66	1138.162
74.68	1196.535
74.7	1196.445
74.72	1196.375
74.74	1224.785
74.76	1187.395
74.78	1198.925
74.8	1215.399
74.82	1258.939
74.84	1156.532
74.86	1154.398
74.88	1232.718
74.9	1187.079
74.92	1208.121
74.94	1181.689
74.96	1148.892
74.98	1178.274
75	1263.799
75.02	1243.018
75.04	1246.981
75.06	1182.547
75.08	1168.09
75.1	1218.757
75.12	1179.518
75.14	1157.471
75.16	1200.374
75.18	1157.839
75.2	1113.889
75.22	1166.675
75.24	1210.758
75.26	1160.49
75.28	1215.707
75.3	1242.902
75.32	1175.596
75.34	1210.467
75.36	1165.056
75.38	1191.777
75.4	1204.184
75.42	1153.175
75.44	1183.167
75.46	1254.319
75.48	1158.344
75.5	1260.851
75.52	1143.357
75.54	1210.771
75.56	1257.856
75.58	1231.224
75.6	1250.445
75.62	1196.049
75.64	1161.447
75.66	1201.911
75.68	1170.878
75.7	1117.145
75.72	1188.466
75.74	1162.975
75.76	1129.79
75.78	1165.368
75.8	1184.707
75.82	1175.111
75.84	1176.117
75.86	1173.781
75.88	1138.636
75.9	1165.611
75.92	1236.028
75.94	1176.731
75.96	1193.835
75.98	1180.495
76	1200.722
76.02	1173.545
76.04	1098.804
76.06	1237.07
76.08	1141.441
76.1	1180.085
76.12	1221.54
76.14	1195.388
76.16	1184.9
76.18	1146.982
76.2	1222.913
76.22	1217.359
76.24	1125.073
76.26	1166.698
76.28	1178.228
76.3	1212.989
76.32	1185.047
76.34	1151.375
76.36	1179.628
76.38	1181.524
76.4	1214.831
76.42	1181.733
76.44	1179.371
76.46	1239.453
76.48	1209.416
76.5	1152.659
76.52	1203.215
76.54	1274.429
76.56	1172.26
76.58	1192.878
76.6	1193.152
76.62	1192.078
76.64	1178.334
76.66	1172.498
76.68	1246.068
76.7	1231.622
76.72	1255.507
76.74	1259.717
76.76	1198.28
76.78	1218.387
76.8	1221.324
76.82	1274.838
76.84	1235.95
76.86	1182.53
76.88	1195.153
76.9	1222.304
76.92	1193.718
76.94	1175.107
76.96	1221.653
76.98	1242.554
77	1156.769
77.02	1155.975
77.04	1199.614
77.06	1238.056
77.08	1232.116
77.1	1167.24
77.12	1190.87
77.14	1226.108
77.16	1221.998
77.18	1177
77.2	1194.847
77.22	1174.352
77.24	1170.028
77.26	1242.034
77.28	1248.561
77.3	1223.293
77.32	1222.685
77.34	1169.766
77.36	1191.536
77.38	1174.946
77.4	1197.204
77.42	1164.131
77.44	1198.27
77.46	1181.219
77.48	1212.589
77.5	1213.796
77.52	1182.08
77.54	1215.739
77.56	1223.951
77.58	1258.633
77.6	1205.962
77.62	1182.364
77.64	1224.141
77.66	1205.393
77.68	1235.486
77.7	1232.614
77.72	1200.917
77.74	1272.381
77.76	1211.708
77.78	1254.896
77.8	1270.287
77.82	1307.571
77.84	1256.465
77.86	1244.259
77.88	1247.585
77.9	1235.68
77.92	1278.751
77.94	1294.538
77.96	1305.653
77.98	1350.957
78	1283.83
78.02	1328.561
78.04	1276.712
78.06	1328.532
78.08	1348.635
78.1	1405.731
78.12	1352.708
78.14	1339.643
78.16	1374.716
78.18	1476.55
78.2	1465.646
78.22	1399.317
78.24	1439.025
78.26	1368.593
78.28	1427.941
78.3	1525.244
78.32	1523.214
78.34	1598.343
78.36	1496.911
78.38	1582.3
78.4	1516.213
78.42	1583.061
78.44	1602.724
78.46	1679.508
78.48	1660.71
78.5	1709.275
78.52	1741.3
78.54	1731.198
78.56	1719.351
78.58	1768.507
78.6	1778.99
78.62	1768.687
78.64	1773.901
78.66	1869.4
78.68	1864.982
78.7	1823.244
78.72	1882.78
78.74	1822.555
78.76	1881.073
78.78	1978.076
78.8	1872.002
78.82	1877.859
78.84	1869.331
78.86	1887.931
78.88	1898.454
78.9	1928.728
78.92	1874.846
78.94	1820.267
78.96	1935.731
78.98	1818.556
79	1910.362
79.02	1904.052
79.04	1884.898
79.06	1854.502
79.08	1782.281
79.1	1813.725
79.12	1788.322
79.14	1843.472
79.16	1766.586
79.18	1689.043
79.2	1778.972
79.22	1709.662
79.24	1598.442
79.26	1665.683
79.28	1629.091
79.3	1622.568
79.32	1583.448
79.34	1671.888
79.36	1589.504
79.38	1527.527
79.4	1552.251
79.42	1571.011
79.44	1422.052
79.46	1484.514
79.48	1487.789
79.5	1412.138
79.52	1411.323
79.54	1387.011
79.56	1354.918
79.58	1409.312
79.6	1374.727
79.62	1392.034
79.64	1297.196
79.66	1328.519
79.68	1334.396
79.7	1348.666
79.72	1272.956
79.74	1253.759
79.76	1325.63
79.78	1334.419
79.8	1321.143
79.82	1263.539
79.84	1312.556
79.86	1262.363
79.88	1294.892
79.9	1242.255
79.92	1263.701
79.94	1288.132
79.96	1279.947
79.98	1243.371
80	1205.561
80.02	1232.355
80.04	1181.236
80.06	1192.105
80.08	1244.921
80.1	1154.97
80.12	1181.479
80.14	1216.7
80.16	1205.742
80.18	1177.534
80.2	1213.818
80.22	1229.717
80.24	1157.606
80.26	1139.49
80.28	1222.967
80.3	1187.915
80.32	1189.424
80.34	1150.226
80.36	1117.301
80.38	1194.075
80.4	1121.359
80.42	1151.753
80.44	1162.5
80.46	1167.936
80.48	1120.744
80.5	1142.216
80.52	1145.062
80.54	1170.535
80.56	1088.341
80.58	1115.27
80.6	1140.807
80.62	1138.491
80.64	1164.574
80.66	1176.671
80.68	1141.089
80.7	1155.93
80.72	1155.072
80.74	1117.565
80.76	1168.028
80.78	1106.898
80.8	1209.538
80.82	1130.3
80.84	1140.255
80.86	1116.367
80.88	1161.448
80.9	1184.369
80.92	1166.891
80.94	1172.066
80.96	1098.341
80.98	1196.687
81	1136.22
81.02	1126.843
81.04	1183.833
81.06	1130.776
81.08	1167.663
81.1	1163.825
81.12	1159.793
81.14	1116.944
81.16	1132.036
81.18	1097.709
81.2	1063.524
81.22	1068.169
81.24	1161.732
81.26	1180.769
81.28	1206.508
81.3	1145.919
81.32	1148.252
81.34	1166.469
81.36	1143.696
81.38	1133.517
81.4	1151.477
81.42	1101.287
81.44	1100.098
81.46	1105.88
81.48	1133.583
81.5	1186.529
81.52	1124.731
81.54	1168.232
81.56	1117.435
81.58	1079.994
81.6	1162.072
81.62	1143.182
81.64	1115.473
81.66	1131.308
81.68	1126.803
81.7	1143.243
81.72	1178.664
81.74	1169.993
81.76	1177.422
81.78	1166.383
81.8	1101.709
81.82	1138.18
81.84	1152.979
81.86	1167.568
81.88	1117.83
81.9	1126.863
81.92	1164.45
81.94	1181.921
81.96	1099.936
81.98	1061.351
82	1172.639
82.02	1199.979
82.04	1121.693
82.06	1148.362
82.08	1097.988
82.1	1156.42
82.12	1114.119
82.14	1177.564
82.16	1168.514
82.18	1217.558
82.2	1200.952
82.22	1165.837
82.24	1200.434
82.26	1188.276
82.28	1168.489
82.3	1132.784
82.32	1193.541
82.34	1262.41
82.36	1237.815
82.38	1199.44
82.4	1166.102
82.42	1177.248
82.44	1277.474
82.46	1153.351
82.48	1237.068
82.5	1230.485
82.52	1194.331
82.54	1248.33
82.56	1178.062
82.58	1140.069
82.6	1257.983
82.62	1202.675
82.64	1229.157
82.66	1290.613
82.68	1274.446
82.7	1230.304
82.72	1310.155
82.74	1298.398
82.76	1302.61
82.78	1412.775
82.8	1423.122
82.82	1498.49
82.84	1536.187
82.86	1580.379
82.88	1708.292
82.9	1830.625
82.92	2040.487
82.94	2278.036
82.96	2337.026
82.98	2583.555
83	2623.499
83.02	2584.401
83.04	2583.54
83.06	2429.367
83.08	2361.045
83.1	2094.118
83.12	2071.58
83.14	2006.877
83.16	1945.137
83.18	1958.239
83.2	1959.964
83.22	2015.972
83.24	2025.415
83.26	2059.442
83.28	2033.232
83.3	1904.578
83.32	1821.224
83.34	1774.45
83.36	1626.266
83.38	1537.678
83.4	1485.221
83.42	1433.577
83.44	1400.564
83.46	1293.567
83.48	1307.776
83.5	1350.115
83.52	1263.334
83.54	1264.217
83.56	1252.647
83.58	1219.017
83.6	1186.738
83.62	1199.453
83.64	1203.752
83.66	1165.585
83.68	1145.246
83.7	1127.589
83.72	1218.047
83.74	1173.615
83.76	1194.646
83.78	1130.025
83.8	1156.877
83.82	1148.159
83.84	1113.909
83.86	1180.391
83.88	1147.672
83.9	1166.658
83.92	1092.504
83.94	1138.394
83.96	1125.785
83.98	1174.727
84	1087.965
84.02	1053.859
84.04	1110.495
84.06	1091.17
84.08	1133.782
84.1	1073.629
84.12	1019.109
84.14	1163.298
84.16	1113.253
84.18	1059.096
84.2	1060.007
84.22	1087.71
84.24	1054.528
84.26	1049.201
84.28	1124.252
84.3	1174.219
84.32	1057.722
84.34	1060.768
84.36	1106.5
84.38	1046.833
84.4	1045.553
84.42	1017.316
84.44	1071.169
84.46	1083.464
84.48	1033.623
84.5	1060.677
84.52	1197.528
84.54	1026.168
84.56	1062.747
84.58	1039.556
84.6	1095.482
84.62	1057.699
84.64	1079.719
84.66	1066.421
84.68	1105.419
84.7	1095.441
84.72	1096.04
84.74	1097.229
84.76	1053.138
84.78	1009.388
84.8	1107.5
84.82	1072.436
84.84	1037.567
84.86	1065.626
84.88	1075.226
84.9	1106.115
84.92	1081.339
84.94	1062.152
84.96	1137.292
84.98	1067.298
85	1021.336
85.02	1062.437
85.04	1057.068
85.06	1062.836
85.08	1033.706
85.1	989.1294
85.12	1035.26
85.14	1114.52
85.16	996.5909
85.18	1035.22
85.2	1069.68
85.22	1040.815
85.24	1015.397
85.26	1011.709
85.28	1040.009
85.3	1025.044
85.32	1073.869
85.34	1050.059
85.36	1007.482
85.38	1052.627
85.4	1058.095
85.42	1041.918
85.44	1081.634
85.46	1039.693
85.48	1046.047
85.5	1063.523
85.52	1045.061
85.54	1057.233
85.56	1006.075
85.58	989.3344
85.6	1065.448
85.62	1087.677
85.64	1029.998
85.66	1085.566
85.68	1082.291
85.7	1040.244
85.72	1042.359
85.74	1043.9
85.76	1042.227
85.78	1044.82
85.8	1018.682
85.82	1094.537
85.84	1059.116
85.86	1071.366
85.88	1008.704
85.9	1034.097
85.92	1045.499
85.94	1039.429
85.96	1002.36
85.98	1031.098
86	1085.372
86.02	1022.808
86.04	1048.641
86.06	1019.272
86.08	1031.9
86.1	1046.219
86.12	1008.439
86.14	1006.839
86.16	1010.852
86.18	1061.81
86.2	1078.142
86.22	1000.163
86.24	1009.635
86.26	1050.646
86.28	1016.044
86.3	1031.541
86.32	1020.344
86.34	1051.533
86.36	916.0994
86.38	1048.246
86.4	1049.129
86.42	983.9939
86.44	990.89
86.46	998.0774
86.48	980.6148
86.5	1069.972
86.52	983.8029
86.54	1041.264
86.56	1028.383
86.58	1052.168
86.6	968.1518
86.62	1042.591
86.64	1026.178
86.66	1016.962
86.68	1008.885
86.7	1041.147
86.72	973.9454
86.74	1064.418
86.76	994.5393
86.78	1061.358
86.8	999.4186
86.82	1019.532
86.84	998.4153
86.86	1004.66
86.88	1052.045
86.9	1007.112
86.92	1094.735
86.94	984.2406
86.96	1033.702
86.98	1002.618
87	1019.061
87.02	1015.547
87.04	1009.913
87.06	1039.251
87.08	998.9398
87.1	1007.696
87.12	1054.138
87.14	982.0164
87.16	1006.099
87.18	1013.919
87.2	1063.672
87.22	1089.297
87.24	1028.634
87.26	977.1133
87.28	955.2969
87.3	1078.549
87.32	988.442
87.34	1040.912
87.36	1055.57
87.38	991.711
87.4	967.6309
87.42	1032.056
87.44	979.0372
87.46	987.9289
87.48	984.7848
87.5	1033.922
87.52	1019.327
87.54	1028.749
87.56	970.6656
87.58	1034.007
87.6	1041.014
87.62	997.9706
87.64	979.1115
87.66	1032.12
87.68	979.0777
87.7	981.7756
87.72	1039.526
87.74	1012.569
87.76	1046.429
87.78	1002.811
87.8	1032.362
87.82	1035.902
87.84	983.1177
87.86	971.3853
87.88	1033.409
87.9	997.4182
87.92	1049.87
87.94	985.7759
87.96	1035.334
87.98	1013.842
88	993.2932
88.02	989.2432
88.04	1087.827
88.06	964.2762
88.08	1033.417
88.1	997.8026
88.12	1014.86
88.14	1021.015
88.16	1014.114
88.18	1004.034
88.2	1000.932
88.22	967.6208
88.24	919.4605
88.26	996.4671
88.28	1003.164
88.3	973.1079
88.32	999.1476
88.34	1072.929
88.36	1024.063
88.38	987.3218
88.4	948.0547
88.42	989.6114
88.44	955.596
88.46	1022.423
88.48	1056.905
88.5	1059.072
88.52	976.9429
88.54	997.3807
88.56	1028.553
88.58	1003.488
88.6	972.2601
88.62	1059.913
88.64	997.4172
88.66	1038.145
88.68	974.8204
88.7	997.5538
88.72	1029.33
88.74	1033.244
88.76	1047.741
88.78	1012.401
88.8	1025.738
88.82	1015.985
88.84	1042.66
88.86	972.6166
88.88	1014.389
88.9	1002.926
88.92	1005.691
88.94	971.2589
88.96	1014.641
88.98	994.8239
89	1002.272
89.02	1067.585
89.04	981.5894
89.06	1017.933
89.08	1004.119
89.1	972.1055
89.12	1011.752
89.14	1008.335
89.16	936.4247
89.18	1021.8
89.2	955.2821
89.22	975.9321
89.24	980.9673
89.26	1046.133
89.28	1026.484
89.3	998.798
89.32	1023.144
89.34	959.3141
89.36	997.1244
89.38	1033.786
89.4	1038.892
89.42	974.1599
89.44	989.6871
89.46	1025.492
89.48	1045.628
89.5	1057.117
89.52	895.0987
89.54	1063.392
89.56	998.558
89.58	940.7166
89.6	1013.147
89.62	993.6911
89.64	980.8865
89.66	990.5674
89.68	966.5442
89.7	1001.81
89.72	1017.045
89.74	982.4266
89.76	1009.07
89.78	986.8488
89.8	1026.421
89.82	963.2169
89.84	973.247
89.86	992.2599
89.88	1012.083
89.9	982.9919
89.92	1004.258
89.94	951.0526
89.96	940.6337
89.98	999.7111
90	982.2763
90.02	1002.914
90.04	1003.829
90.06	965.1374
90.08	1020.737
90.1	1047.9
90.12	1004.037
90.14	986.3792
90.16	1027.307
90.18	1014.5
90.2	1043.372
90.22	1000.982
90.24	960.793
90.26	974.9778
90.28	937.0156
90.3	1020.211
90.32	1079.766
90.34	956.6744
90.36	944.6736
90.38	999.7073
90.4	1005.505
90.42	1016.455
90.44	1004.84
90.46	988.3572
90.48	1009.825
90.5	957.5233
90.52	960.6926
90.54	988.8287
90.56	976.3243
90.58	966.3761
90.6	1009.205
90.62	981.6345
90.64	1027.392
90.66	1009.082
90.68	959.1495
90.7	1025.679
90.72	1049.888
90.74	1060.071
90.76	1005.288
90.78	1027.515
90.8	981.4336
90.82	982.7881
90.84	964.7144
90.86	1053.69
90.88	1068.067
90.9	1025.303
90.92	995.54
90.94	1009.633
90.96	974.1234
90.98	1000.538
91	1047.622
91.02	1042.724
91.04	996.6756
91.06	1014.696
91.08	988.9672
91.1	1029.304
91.12	1019.221
91.14	1008.03
91.16	1025.519
91.18	997.1522
91.2	1059.973
91.22	970.3406
91.24	930.641
91.26	1022.808
91.28	1019.44
91.3	1026.632
91.32	1010.818
91.34	988.826
91.36	1008.967
91.38	1038.74
91.4	1013.913
91.42	1006.087
91.44	951.984
91.46	1010.184
91.48	980.9548
91.5	1032.938
91.52	977.3321
91.54	1002.399
91.56	1038.018
91.58	1017.465
91.6	1086.231
91.62	996.6405
91.64	980.1152
91.66	1017.024
91.68	969.9932
91.7	984.8275
91.72	1008.203
91.74	1026.122
91.76	1043.526
91.78	1043.188
91.8	1051.198
91.82	1047.708
91.84	1025.182
91.86	1036.344
91.88	1033.498
91.9	1055.252
91.92	1022.678
91.94	1058.62
91.96	1007.874
91.98	1052.617
92	1014.342
92.02	1019.836
92.04	993.3146
92.06	1042.223
92.08	999.1117
92.1	949.5123
92.12	1005.654
92.14	980.5485
92.16	1091.77
92.18	990.8655
92.2	983.0499
92.22	1026.201
92.24	990.5209
92.26	1020.651
92.28	1040.826
92.3	978.6434
92.32	1033.9
92.34	979.1138
92.36	1039.813
92.38	1076.6
92.4	1054.335
