TiNbZrCu_9	
2θ, °	Intensity, counts
60.78	1364.046
60.8	1352.907
60.82	1398.913
60.84	1329.975
60.86	1473.228
60.88	1420.726
60.9	1338.363
60.92	1304.406
60.94	1381.253
60.96	1389.344
60.98	1377.731
61	1374.272
61.02	1373.539
61.04	1406.161
61.06	1410.49
61.08	1419.322
61.1	1350.89
61.12	1352.311
61.14	1378.063
61.16	1342.623
61.18	1390.435
61.2	1321.444
61.22	1397.143
61.24	1403.397
61.26	1375.995
61.28	1413.282
61.3	1326.757
61.32	1365.196
61.34	1413.506
61.36	1380.082
61.38	1407.591
61.4	1401.33
61.42	1327.574
61.44	1336.819
61.46	1385.723
61.48	1384.664
61.5	1342.739
61.52	1396.956
61.54	1396.614
61.56	1404.377
61.58	1353.664
61.6	1417.374
61.62	1359.984
61.64	1320.113
61.66	1353.695
61.68	1445.789
61.7	1397.853
61.72	1400.223
61.74	1416.863
61.76	1350.113
61.78	1369.782
61.8	1390.629
61.82	1353.694
61.84	1359.881
61.86	1402.698
61.88	1477.909
61.9	1381.872
61.92	1344.794
61.94	1406.976
61.96	1327.231
61.98	1367.29
62	1374.939
62.02	1351.304
62.04	1390.496
62.06	1358.969
62.08	1421.107
62.1	1398.483
62.12	1404.281
62.14	1378.798
62.16	1400.355
62.18	1415.497
62.2	1352.002
62.22	1396.11
62.24	1408.909
62.26	1339.619
62.28	1377.787
62.3	1405.975
62.32	1368.131
62.34	1375.116
62.36	1410.335
62.38	1357.98
62.4	1404.928
62.42	1413.889
62.44	1364.36
62.46	1354.196
62.48	1357.369
62.5	1343.781
62.52	1417.141
62.54	1452.285
62.56	1418.044
62.58	1355.208
62.6	1438.447
62.62	1416.719
62.64	1385.62
62.66	1382.881
62.68	1404.927
62.7	1357.034
62.72	1442.135
62.74	1377.76
62.76	1383.35
62.78	1369.443
62.8	1426.168
62.82	1351.655
62.84	1357.931
62.86	1354.267
62.88	1374.259
62.9	1324.867
62.92	1360.96
62.94	1403.859
62.96	1366.374
62.98	1408.119
63	1397.21
63.02	1382.965
63.04	1320.76
63.06	1349.704
63.08	1321.023
63.1	1433.37
63.12	1383.993
63.14	1387.677
63.16	1394.944
63.18	1411.675
63.2	1425.251
63.22	1347.467
63.24	1414.424
63.26	1356.91
63.28	1378.942
63.3	1388.888
63.32	1351.799
63.34	1380.943
63.36	1416.834
63.38	1394.433
63.4	1431.864
63.42	1394.539
63.44	1362.431
63.46	1374.782
63.48	1397.127
63.5	1364.714
63.52	1399.93
63.54	1369.71
63.56	1393.759
63.58	1357.234
63.6	1409.556
63.62	1308.309
63.64	1383.665
63.66	1347.815
63.68	1458.271
63.7	1372.133
63.72	1362.918
63.74	1388.742
63.76	1397.768
63.78	1415.802
63.8	1418.615
63.82	1371.925
63.84	1402.311
63.86	1360.052
63.88	1418.813
63.9	1372.474
63.92	1372.24
63.94	1406.67
63.96	1400.352
63.98	1434.145
64	1355.865
64.02	1340.489
64.04	1278.198
64.06	1331.46
64.08	1374.485
64.1	1360.183
64.12	1381.817
64.14	1389.212
64.16	1341.874
64.18	1415.897
64.2	1356.365
64.22	1309.729
64.24	1345.565
64.26	1367.603
64.28	1363.467
64.3	1359.598
64.32	1347.531
64.34	1361.035
64.36	1347.067
64.38	1366.033
64.4	1392.117
64.42	1388.13
64.44	1386.156
64.46	1393.725
64.48	1339.318
64.5	1364.201
64.52	1359.939
64.54	1379.957
64.56	1340.448
64.58	1315.352
64.6	1372.354
64.62	1419.325
64.64	1437.471
64.66	1385.337
64.68	1440.996
64.7	1397.96
64.72	1350.141
64.74	1397.253
64.76	1376.192
64.78	1425.172
64.8	1413.868
64.82	1323.297
64.84	1378.098
64.86	1365.565
64.88	1439.436
64.9	1444.618
64.92	1371.794
64.94	1442.368
64.96	1365.77
64.98	1409.791
65	1421.311
65.02	1438.837
65.04	1469.829
65.06	1481.739
65.08	1516.795
65.1	1499.314
65.12	1509.971
65.14	1515.003
65.16	1558.151
65.18	1511.133
65.2	1471.257
65.22	1559.492
65.24	1617.788
65.26	1535.81
65.28	1585.207
65.3	1552.888
65.32	1561.103
65.34	1681.738
65.36	1706.732
65.38	1675.05
65.4	1683.997
65.42	1723.746
65.44	1709.163
65.46	1783.287
65.48	1725.091
65.5	1753.104
65.52	1747.959
65.54	1724.488
65.56	1702.393
65.58	1706.115
65.6	1626.523
65.62	1726.455
65.64	1659.213
65.66	1693.418
65.68	1601.198
65.7	1704.224
65.72	1579.03
65.74	1607.169
65.76	1640.627
65.78	1625.857
65.8	1661.181
65.82	1568.896
65.84	1510.171
65.86	1548.647
65.88	1492.475
65.9	1496.011
65.92	1520.001
65.94	1436.482
65.96	1427.249
65.98	1387.713
66	1415.525
66.02	1431.52
66.04	1475.889
66.06	1479.4
66.08	1457.971
66.1	1450.379
66.12	1418.035
66.14	1379.627
66.16	1450.839
66.18	1432.676
66.2	1395.871
66.22	1427.885
66.24	1337.348
66.26	1341.728
66.28	1439.411
66.3	1341.008
66.32	1417.655
66.34	1371.251
66.36	1408.115
66.38	1374.423
66.4	1375.964
66.42	1377.484
66.44	1394.133
66.46	1386.992
66.48	1267.427
66.5	1296.538
66.52	1332.42
66.54	1358.962
66.56	1320.635
66.58	1386.246
66.6	1353.805
66.62	1373.75
66.64	1331.498
66.66	1357.564
66.68	1348.673
66.7	1313.354
66.72	1386.561
66.74	1341.218
66.76	1309.169
66.78	1365.592
66.8	1281.947
66.82	1318.319
66.84	1346.274
66.86	1277.815
66.88	1341.279
66.9	1331.294
66.92	1358.267
66.94	1330.843
66.96	1307.761
66.98	1388.701
67	1327.807
67.02	1347.307
67.04	1431.794
67.06	1307.408
67.08	1272.352
67.1	1313.065
67.12	1334.188
67.14	1352.727
67.16	1408.613
67.18	1272.727
67.2	1321.964
67.22	1337.445
67.24	1358.881
67.26	1301.975
67.28	1385.404
67.3	1353.293
67.32	1337.494
67.34	1388.113
67.36	1369.571
67.38	1322.472
67.4	1371.754
67.42	1371
67.44	1359.149
67.46	1365.281
67.48	1364.116
67.5	1379.577
67.52	1355.998
67.54	1368.864
67.56	1372.027
67.58	1358.856
67.6	1420.449
67.62	1375.014
67.64	1372.432
67.66	1302.907
67.68	1354.452
67.7	1321.491
67.72	1402.867
67.74	1386.87
67.76	1319.412
67.78	1261.335
67.8	1405.223
67.82	1347.892
67.84	1349.858
67.86	1371.444
67.88	1361.014
67.9	1388.425
67.92	1324.322
67.94	1408.767
67.96	1415.034
67.98	1373.139
68	1363.64
68.02	1336.333
68.04	1374.398
68.06	1344.197
68.08	1353.057
68.1	1372.171
68.12	1392.962
68.14	1378.797
68.16	1375.127
68.18	1385.894
68.2	1382.694
68.22	1322.389
68.24	1314.962
68.26	1386.512
68.28	1362.496
68.3	1361.764
68.32	1355.213
68.34	1411.53
68.36	1421.96
68.38	1410.798
68.4	1413.766
68.42	1434.105
68.44	1374.381
68.46	1300.851
68.48	1387.482
68.5	1432.64
68.52	1391.095
68.54	1413.76
68.56	1352.154
68.58	1458.006
68.6	1412.818
68.62	1336.844
68.64	1336.414
68.66	1387.272
68.68	1391.945
68.7	1388.976
68.72	1410.121
68.74	1336.969
68.76	1440.183
68.78	1431.089
68.8	1409.524
68.82	1427.782
68.84	1431.636
68.86	1426.278
68.88	1490.207
68.9	1423.897
68.92	1390.354
68.94	1433.425
68.96	1429.806
68.98	1452.574
69	1503.898
69.02	1455.565
69.04	1518.494
69.06	1422.208
69.08	1527.479
69.1	1500.353
69.12	1465.673
69.14	1492.529
69.16	1524.399
69.18	1578.439
69.2	1540.942
69.22	1522.522
69.24	1568.583
69.26	1618.993
69.28	1587.683
69.3	1570.965
69.32	1689.483
69.34	1637.298
69.36	1676.326
69.38	1584.035
69.4	1624.571
69.42	1626.361
69.44	1606.991
69.46	1693.159
69.48	1771.645
69.5	1722.353
69.52	1735.969
69.54	1900.189
69.56	1806.573
69.58	1795.842
69.6	1932.238
69.62	1910.484
69.64	1951.1
69.66	1994.376
69.68	2059.546
69.7	2161.258
69.72	2124.533
69.74	2199.368
69.76	2439.423
69.78	2466.984
69.8	2564.089
69.82	2799.816
69.84	3054.406
69.86	3372.149
69.88	4019.965
69.9	4669.993
69.92	5689.725
69.94	7081.256
69.96	8351.912
69.98	9404.803
70	9788.84
70.02	9563.962
70.04	8504.511
70.06	7349.383
70.08	6366.346
70.1	5780.035
70.12	5571.547
70.14	5619.432
70.16	6167.78
70.18	6261.26
70.2	6195.394
70.22	5880.84
70.24	5332.107
70.26	4694.537
70.28	3957.896
70.3	3402.431
70.32	3032.115
70.34	2781.018
70.36	2577.511
70.38	2371.427
70.4	2237.343
70.42	2113.865
70.44	2099.977
70.46	2063.548
70.48	1980.798
70.5	1966.681
70.52	1853.417
70.54	1840.702
70.56	1788.502
70.58	1858.164
70.6	1793.854
70.62	1763.814
70.64	1749.948
70.66	1699.962
70.68	1658.65
70.7	1613.057
70.72	1617.859
70.74	1584.507
70.76	1599.831
70.78	1569.964
70.8	1544.535
70.82	1568.281
70.84	1538.187
70.86	1541.488
70.88	1510.201
70.9	1495.514
70.92	1382.68
70.94	1497.144
70.96	1536.381
70.98	1440.372
71	1438.206
71.02	1482.104
71.04	1470.066
71.06	1335.416
71.08	1346.268
71.1	1435.366
71.12	1348.088
71.14	1355.146
71.16	1342.845
71.18	1435.018
71.2	1357.724
71.22	1372.851
71.24	1377.007
71.26	1378.165
71.28	1289.977
71.3	1301.924
71.32	1372.399
71.34	1364.488
71.36	1432.094
71.38	1324.964
71.4	1332.76
71.42	1307.808
71.44	1320.71
71.46	1399.73
71.48	1365.501
71.5	1319.239
71.52	1312.21
71.54	1295.976
71.56	1364.923
71.58	1245.208
71.6	1316.041
71.62	1318.015
71.64	1252.57
71.66	1258.942
71.68	1245.492
71.7	1270.503
71.72	1312.5
71.74	1265.385
71.76	1233.599
71.78	1260.486
71.8	1342.447
71.82	1335.892
71.84	1312.53
71.86	1237.314
71.88	1281.751
71.9	1309.988
71.92	1262.883
71.94	1379.92
71.96	1334.539
71.98	1261.216
72	1302.135
72.02	1301.8
72.04	1287.293
72.06	1235.465
72.08	1262.035
72.1	1290.958
72.12	1255.646
72.14	1289.134
72.16	1240.845
72.18	1342.882
72.2	1307.258
72.22	1245.599
72.24	1254.723
72.26	1306.232
72.28	1240.23
72.3	1228.262
72.32	1278.968
72.34	1204.447
72.36	1234.66
72.38	1263.824
72.4	1270.082
72.42	1207.254
72.44	1292.043
72.46	1244.594
72.48	1302.63
72.5	1272.262
72.52	1225.553
72.54	1229.996
72.56	1255.12
72.58	1294.012
72.6	1227.563
72.62	1246.19
72.64	1251.154
72.66	1215.14
72.68	1215.505
72.7	1245.764
72.72	1224.724
72.74	1277.577
72.76	1263.604
72.78	1247.46
72.8	1224.762
72.82	1297.242
72.84	1245.524
72.86	1218.996
72.88	1262.672
72.9	1234.461
72.92	1233.538
72.94	1238.888
72.96	1268.555
72.98	1239.712
73	1262.313
73.02	1254.006
73.04	1214.862
73.06	1244.798
73.08	1219.412
73.1	1256.123
73.12	1219.615
73.14	1231.17
73.16	1210.669
73.18	1223.066
73.2	1203.305
73.22	1149.713
73.24	1268.909
73.26	1211.495
73.28	1179.66
73.3	1229.274
73.32	1196.639
73.34	1180.967
73.36	1239.569
73.38	1231.939
73.4	1266.246
73.42	1192.922
73.44	1194.378
73.46	1214.372
73.48	1303.295
73.5	1196.671
73.52	1184.067
73.54	1241.95
73.56	1170.791
73.58	1220.401
73.6	1205.856
73.62	1249.944
73.64	1186.585
73.66	1179.404
73.68	1172.816
73.7	1217.502
73.72	1195.282
73.74	1207.141
73.76	1188.964
73.78	1163.93
73.8	1170.46
73.82	1196.461
73.84	1238.63
73.86	1178.743
73.88	1167.204
73.9	1144.09
73.92	1247.637
73.94	1233.206
73.96	1271.306
73.98	1198.327
74	1181.066
74.02	1175.511
74.04	1261.561
74.06	1251.434
74.08	1199.743
74.1	1177.682
74.12	1239.33
74.14	1259.329
74.16	1240.345
74.18	1169.545
74.2	1203.34
74.22	1185.136
74.24	1183.524
74.26	1238.694
74.28	1215.391
74.3	1199.286
74.32	1166.31
74.34	1139.28
74.36	1172.746
74.38	1157.73
74.4	1115.648
74.42	1161.485
74.44	1240.857
74.46	1183.437
74.48	1234.478
74.5	1166.314
74.52	1198.55
74.54	1147.494
74.56	1189.68
74.58	1169.379
74.6	1194.306
74.62	1180.327
74.64	1221.15
74.66	1144.687
74.68	1130.744
74.7	1217.679
74.72	1167.377
74.74	1141.585
74.76	1177.426
74.78	1194.457
74.8	1199.554
74.82	1165.139
74.84	1150.393
74.86	1150.325
74.88	1232.545
74.9	1147.444
74.92	1172.967
74.94	1172.501
74.96	1184.515
74.98	1171.526
75	1138.601
75.02	1198.8
75.04	1175.908
75.06	1192.728
75.08	1153.945
75.1	1227.405
75.12	1232.318
75.14	1225.925
75.16	1126.318
75.18	1159.196
75.2	1210.604
75.22	1180.196
75.24	1207.429
75.26	1140.802
75.28	1225.574
75.3	1182.356
75.32	1159.001
75.34	1194.145
75.36	1226.323
75.38	1220.975
75.4	1191.143
75.42	1169.984
75.44	1181.232
75.46	1182.448
75.48	1212.031
75.5	1182.27
75.52	1252.167
75.54	1152.533
75.56	1195.187
75.58	1206.543
75.6	1153.042
75.62	1165.525
75.64	1118.103
75.66	1145.933
75.68	1215.961
75.7	1201.865
75.72	1206.483
75.74	1188.573
75.76	1227.316
75.78	1234.841
75.8	1179.061
75.82	1202.051
75.84	1189.172
75.86	1132.146
75.88	1109.466
75.9	1146.55
75.92	1148.517
75.94	1174.555
75.96	1201.339
75.98	1196.652
76	1154.283
76.02	1181.214
76.04	1186.038
76.06	1177.858
76.08	1190.305
76.1	1150.858
76.12	1118.987
76.14	1128.519
76.16	1172.383
76.18	1120.388
76.2	1198.088
76.22	1193.194
76.24	1182.731
76.26	1180.018
76.28	1220.853
76.3	1173.026
76.32	1200.185
76.34	1194.217
76.36	1161.015
76.38	1158.878
76.4	1172.734
76.42	1131.913
76.44	1157.982
76.46	1213.841
76.48	1132.35
76.5	1145.538
76.52	1186.883
76.54	1188.222
76.56	1167.002
76.58	1161.6
76.6	1193.302
76.62	1228.874
76.64	1177.26
76.66	1206.782
76.68	1183.619
76.7	1135.016
76.72	1221.423
76.74	1202.842
76.76	1184.861
76.78	1180.614
76.8	1172.332
76.82	1159.39
76.84	1186.064
76.86	1228.148
76.88	1169.978
76.9	1217.104
76.92	1199.626
76.94	1183.101
76.96	1214.498
76.98	1120.795
77	1188.16
77.02	1205.262
77.04	1211.375
77.06	1198.202
77.08	1172.788
77.1	1185.877
77.12	1190.333
77.14	1198.689
77.16	1151.763
77.18	1175.537
77.2	1222.759
77.22	1189.331
77.24	1237.956
77.26	1128.809
77.28	1220.18
77.3	1198.221
77.32	1185.433
77.34	1176.385
77.36	1157.618
77.38	1160.054
77.4	1184.866
77.42	1208.365
77.44	1145.424
77.46	1200.464
77.48	1232.834
77.5	1171.726
77.52	1240.272
77.54	1216.943
77.56	1202.657
77.58	1211.026
77.6	1183.066
77.62	1216.33
77.64	1206.398
77.66	1143.442
77.68	1211.878
77.7	1166.413
77.72	1155.514
77.74	1195.745
77.76	1159.671
77.78	1213.252
77.8	1182.182
77.82	1247.903
77.84	1265.933
77.86	1253.966
77.88	1222.365
77.9	1199.682
77.92	1226.473
77.94	1269.595
77.96	1238.001
77.98	1207.565
78	1183.489
78.02	1266.208
78.04	1336.281
78.06	1206.977
78.08	1265.899
78.1	1330.949
78.12	1321.339
78.14	1283.101
78.16	1391.573
78.18	1310.821
78.2	1358.83
78.22	1418.209
78.24	1374.934
78.26	1350.947
78.28	1332.808
78.3	1399.669
78.32	1428.826
78.34	1409.913
78.36	1451.013
78.38	1465.945
78.4	1486.402
78.42	1521.053
78.44	1608.263
78.46	1633.764
78.48	1682.633
78.5	1622.881
78.52	1665.276
78.54	1722.514
78.56	1705.235
78.58	1742.989
78.6	1743.678
78.62	1916.822
78.64	1771.704
78.66	1761.297
78.68	1806.397
78.7	1812.434
78.72	1857.273
78.74	1867.434
78.76	1918
78.78	1957.281
78.8	1938.149
78.82	1889.784
78.84	1934.879
78.86	1813.022
78.88	1953.865
78.9	1850.696
78.92	1879.629
78.94	1803.872
78.96	1896.204
78.98	1877.72
79	1781.304
79.02	1849.916
79.04	1838.509
79.06	1767.503
79.08	1709.542
79.1	1728.052
79.12	1732.421
79.14	1691.113
79.16	1676.59
79.18	1661.305
79.2	1667.036
79.22	1646.333
79.24	1518.237
79.26	1598.829
79.28	1575.203
79.3	1545.147
79.32	1519.841
79.34	1554.74
79.36	1484.934
79.38	1535.484
79.4	1412.607
79.42	1388.155
79.44	1351.266
79.46	1324.839
79.48	1362.5
79.5	1397.757
79.52	1315.007
79.54	1232.988
79.56	1299.32
79.58	1373.256
79.6	1289.648
79.62	1254.447
79.64	1306.097
79.66	1264.857
79.68	1185.188
79.7	1203.911
79.72	1242.589
79.74	1226.259
79.76	1202.148
79.78	1260.812
79.8	1178.735
79.82	1199.878
79.84	1208.856
79.86	1249.413
79.88	1136.761
79.9	1203.299
79.92	1110.954
79.94	1119.244
79.96	1048.966
79.98	1155.655
80	1149.275
80.02	1234.701
80.04	1227.768
80.06	1162.043
80.08	1144.184
80.1	1136.014
80.12	1155.255
80.14	1117.829
80.16	1161.771
80.18	1185.115
80.2	1146.182
80.22	1195.002
80.24	1186.958
80.26	1132.071
80.28	1129.153
80.3	1166.584
80.32	1116.189
80.34	1157.808
80.36	1086.766
80.38	1165.675
80.4	1171.511
80.42	1126.563
80.44	1123.677
80.46	1158.648
80.48	1133.052
80.5	1202.573
80.52	1111.253
80.54	1148.015
80.56	1054.462
80.58	1122.892
80.6	1072.927
80.62	1131.17
80.64	1097.821
80.66	1161.291
80.68	1062.328
80.7	1117.112
80.72	1110.582
80.74	1163.672
80.76	1185.733
80.78	1130.014
80.8	1128.648
80.82	1122.437
80.84	1089.984
80.86	1128.326
80.88	1119.889
80.9	1149.448
80.92	1081.065
80.94	1093.206
80.96	1159.112
80.98	1197.15
81	1093.796
81.02	1118.917
81.04	1125.931
81.06	1052.127
81.08	1184.672
81.1	1161.443
81.12	1121.584
81.14	1045.506
81.16	1151.475
81.18	1124.828
81.2	1074.074
81.22	1106.186
81.24	1090.411
81.26	1105.143
81.28	1074.916
81.3	1098.616
81.32	1155.489
81.34	1098.03
81.36	1060.837
81.38	1171.809
81.4	1098.631
81.42	1094.022
81.44	1141.416
81.46	1093.033
81.48	1196.715
81.5	1130.825
81.52	1129.809
81.54	1151.056
81.56	1150.384
81.58	1123.773
81.6	1069.827
81.62	1117.148
81.64	1152.489
81.66	1100.371
81.68	1121.003
81.7	1146.062
81.72	1189.866
81.74	1106.443
81.76	1105.315
81.78	1188.687
81.8	1145.436
81.82	1171.213
81.84	1103.973
81.86	1134.212
81.88	1151.755
81.9	1170.779
81.92	1170.683
81.94	1136.767
81.96	1108.672
81.98	1109.47
82	1158.775
82.02	1112.264
82.04	1111.995
82.06	1178.732
82.08	1191.005
82.1	1148.962
82.12	1119.616
82.14	1105.845
82.16	1193.78
82.18	1167.75
82.2	1121.395
82.22	1178.908
82.24	1138.626
82.26	1181.55
82.28	1147.602
82.3	1146.677
82.32	1155.656
82.34	1175.824
82.36	1142.278
82.38	1182.618
82.4	1195.933
82.42	1186.677
82.44	1221.81
82.46	1192.793
82.48	1215.19
82.5	1243.714
82.52	1184.927
82.54	1201.186
82.56	1261.137
82.58	1283.274
82.6	1226.367
82.62	1282.189
82.64	1270.715
82.66	1278.988
82.68	1298.492
82.7	1283.655
82.72	1395.61
82.74	1361.205
82.76	1388.365
82.78	1478.497
82.8	1485.935
82.82	1558.52
82.84	1636.524
82.86	1767.864
82.88	1972.381
82.9	2187.273
82.92	2472.589
82.94	2570.128
82.96	2655.73
82.98	2650.21
83	2710.626
83.02	2593.323
83.04	2372.781
83.06	2270.229
83.08	2159.684
83.1	2107.905
83.12	1923.403
83.14	2006.162
83.16	1959.079
83.18	1979.165
83.2	2063.957
83.22	2076.15
83.24	1984.571
83.26	1996.302
83.28	1881.155
83.3	1770.612
83.32	1684.718
83.34	1535.31
83.36	1511.6
83.38	1425.132
83.4	1365.277
83.42	1288.161
83.44	1286.425
83.46	1321.587
83.48	1246.98
83.5	1245.687
83.52	1240.221
83.54	1223.377
83.56	1175.853
83.58	1113.146
83.6	1209.328
83.62	1205.379
83.64	1113.276
83.66	1177.669
83.68	1144.837
83.7	1137.877
83.72	1154.292
83.74	1170.409
83.76	1095.601
83.78	1127.684
83.8	1212.291
83.82	1073.847
83.84	1116.444
83.86	1183.85
83.88	1181.27
83.9	1097.582
83.92	1096.914
83.94	1069.659
83.96	1119.578
83.98	1120.721
84	1062.11
84.02	1072.63
84.04	1130.637
84.06	1126.783
84.08	1125.147
84.1	1140.614
84.12	1110.977
84.14	1098.672
84.16	1142.907
84.18	1072.47
84.2	1072.592
84.22	1100.774
84.24	1060.177
84.26	1108.971
84.28	1072.811
84.3	1093.032
84.32	1087.274
84.34	1082.429
84.36	1084.269
84.38	1028.843
84.4	1042.028
84.42	1064.793
84.44	1100.612
84.46	1053.756
84.48	1046.017
84.5	1053.177
84.52	1029.422
84.54	1078.826
84.56	1050.379
84.58	1038.913
84.6	1082.741
84.62	1067.316
84.64	1040.457
84.66	1050.159
84.68	995.1095
84.7	1057.338
84.72	1048.866
84.74	1034.205
84.76	1081.894
84.78	1113.446
84.8	1092.037
84.82	1103.166
84.84	1076.778
84.86	1026.411
84.88	1041.32
84.9	1107.697
84.92	1035.364
84.94	1065.202
84.96	1021.303
84.98	1084.104
85	1095.179
85.02	1017.092
85.04	1060.309
85.06	1054.494
85.08	1040.726
85.1	1078.764
85.12	1040.74
85.14	1073.488
85.16	1057.82
85.18	1042.003
85.2	1033.181
85.22	1049.07
85.24	1060.189
85.26	1108.002
85.28	1048.115
85.3	1024.56
85.32	1083.577
85.34	1077.63
85.36	1051.051
85.38	1048.349
85.4	1062.075
85.42	1021.737
85.44	1002.29
85.46	988.2231
85.48	1062.748
85.5	1057.118
85.52	1071.651
85.54	1026.195
85.56	1043.811
85.58	1027.018
85.6	995.0751
85.62	1052.687
85.64	1001.433
85.66	1042.662
85.68	1044.103
85.7	1009.375
85.72	1021.134
85.74	1034.375
85.76	1055.141
85.78	1042.687
85.8	1021.212
85.82	1018.773
85.84	1005.17
85.86	1050.786
85.88	1007.82
85.9	995.5099
85.92	1024.17
85.94	1053.372
85.96	1085.197
85.98	1048.335
86	999.5336
86.02	1020.89
86.04	996.518
86.06	971.7928
86.08	1014.217
86.1	1026.503
86.12	1043.548
86.14	1042.09
86.16	1065.778
86.18	1029.077
86.2	994.7814
86.22	969.1733
86.24	1006.173
86.26	1058.98
86.28	972.837
86.3	1008.366
86.32	1062.541
86.34	1019.089
86.36	1015.208
86.38	1022.179
86.4	1037.062
86.42	1087.672
86.44	981.4552
86.46	1021.787
86.48	1046.079
86.5	1045.72
86.52	1008.043
86.54	1041.151
86.56	951.3619
86.58	1008.282
86.6	967.9515
86.62	1005.488
86.64	1061.166
86.66	1020.375
86.68	976.6191
86.7	1026.09
86.72	1004.332
86.74	1048.567
86.76	1014.646
86.78	1009.661
86.8	1060.047
86.82	1014.961
86.84	999.2672
86.86	1005.878
86.88	1035.548
86.9	1019.171
86.92	1028.238
86.94	968.1113
86.96	1042.706
86.98	970.1124
87	1018.648
87.02	956.4095
87.04	1013.304
87.06	968.8297
87.08	1035.854
87.1	995.3961
87.12	979.6714
87.14	964.811
87.16	1060.662
87.18	1028.307
87.2	993.2752
87.22	987.9302
87.24	971.7916
87.26	1018.509
87.28	992.5919
87.3	982.6947
87.32	1016.446
87.34	1008.364
87.36	1039.691
87.38	1010.702
87.4	1021.898
87.42	993.4156
87.44	1065.102
87.46	1011.23
87.48	991.4011
87.5	1026.285
87.52	1059.386
87.54	1045.016
87.56	973.7311
87.58	1019.012
87.6	1015.722
87.62	1045.643
87.64	1013.933
87.66	1045.125
87.68	1004.962
87.7	994.2416
87.72	1010.2
87.74	1022.021
87.76	925.9142
87.78	944.7148
87.8	1040.505
87.82	1035.708
87.84	1017.781
87.86	988.2336
87.88	1014.54
87.9	978.1766
87.92	971.6626
87.94	983.2704
87.96	986.5599
87.98	980.899
88	1014.259
88.02	962.8786
88.04	1035.87
88.06	1009.747
88.08	1043.42
88.1	1008.877
88.12	977.4662
88.14	996.8209
88.16	1012.98
88.18	950.1336
88.2	997.601
88.22	1006.38
88.24	1002.361
88.26	1010.007
88.28	1031.987
88.3	1017.969
88.32	965.6733
88.34	1034.466
88.36	1023.396
88.38	1018.283
88.4	1028.86
88.42	1027.497
88.44	966.699
88.46	981.1365
88.48	990.8585
88.5	982.3074
88.52	1035.084
88.54	1008.766
88.56	961.7995
88.58	982.5156
88.6	993.0158
88.62	1013.447
88.64	1029.129
88.66	1002.771
88.68	1018.613
88.7	1016.211
88.72	991.3871
88.74	1015.264
88.76	1016.233
88.78	964.918
88.8	992.8574
88.82	1016.722
88.84	1033.706
88.86	951.2233
88.88	977.7992
88.9	1020.421
88.92	1036.729
88.94	994.8794
88.96	1058.072
88.98	1020.492
89	1021.471
89.02	987.4495
89.04	1003.787
89.06	1007.735
89.08	1014.97
89.1	1008.677
89.12	955.4551
89.14	1019.673
89.16	958.7659
89.18	997.4866
89.2	983.6514
89.22	1030.809
89.24	994.1184
89.26	978.1007
89.28	969.5964
89.3	1045.279
89.32	1022.508
89.34	986.6757
89.36	992.4826
89.38	977.915
89.4	993.2697
89.42	1000.809
89.44	997.0208
89.46	1044.025
89.48	976.375
89.5	1037.788
89.52	923.1169
89.54	958.114
89.56	993.3954
89.58	986.2892
89.6	967.0245
89.62	1049.811
89.64	948.7158
89.66	1013.197
89.68	1007.479
89.7	973.6752
89.72	1008.218
89.74	937.3687
89.76	957.5502
89.78	1000.386
89.8	961.3265
89.82	1030.116
89.84	959.7369
89.86	952.0706
89.88	1015.141
89.9	997.1739
89.92	971.4226
89.94	961.4721
89.96	975.8154
89.98	1002.422
90	989.8712
90.02	986.0454
90.04	976.1539
90.06	959.5444
90.08	1004.868
90.1	1020.842
90.12	1020.756
90.14	1001.559
90.16	970.8865
90.18	986.3227
90.2	992.5229
90.22	962.3835
90.24	986.9676
90.26	954.9186
90.28	1001.016
90.3	1012.044
90.32	1009.842
90.34	949.4216
90.36	991.0816
90.38	995.5585
90.4	979.222
90.42	942.2242
90.44	993.7187
90.46	986.6049
90.48	945.9691
90.5	978.3596
90.52	993.6473
90.54	1019.75
90.56	999.2397
90.58	979.5357
90.6	1015.376
90.62	980.5941
90.64	939.4115
90.66	972.257
90.68	1003.613
90.7	1027.187
90.72	1006.036
90.74	1067.922
90.76	994.3802
90.78	996.0257
90.8	982.2499
90.82	985.7527
90.84	1051.178
90.86	974.2938
90.88	1008.728
90.9	1003.15
90.92	1015.501
90.94	945.9962
90.96	1013.023
90.98	1024.164
91	1025.317
91.02	992.6707
91.04	1004.661
91.06	1005.716
91.08	989.1822
91.1	1009.925
91.12	1006.26
91.14	1011.527
91.16	970.8436
91.18	1004.507
91.2	1053.246
91.22	994.952
91.24	1032.83
91.26	1026.326
91.28	1016.018
91.3	986.3998
91.32	1004.478
91.34	995.4113
91.36	987.3165
91.38	1002.331
91.4	1044.319
91.42	1014.513
91.44	1030.974
91.46	979.8882
91.48	1030.219
91.5	1018.377
91.52	1035.447
91.54	979.3435
91.56	1051.462
91.58	1058.333
91.6	972.7386
91.62	1039.145
91.64	1062.568
91.66	1069.502
91.68	1043.952
91.7	969.2065
91.72	1014.585
91.74	1020.1
91.76	986.8379
91.78	1050.308
91.8	1024.78
91.82	979.3795
91.84	1010.197
91.86	980.9523
91.88	1030.398
91.9	967.8068
91.92	973.3945
91.94	998.7156
91.96	956.9962
91.98	1007.697
