TiNbZrCu_11	
61.18	1452.416
61.2	1388.635
61.22	1299.837
61.24	1405.034
61.26	1417.836
61.28	1464.625
61.3	1423.512
61.32	1333.527
61.34	1380.669
61.36	1433.298
61.38	1406.381
61.4	1366.679
61.42	1359.771
61.44	1379.546
61.46	1349.146
61.48	1321.618
61.5	1394.344
61.52	1391.581
61.54	1363.271
61.56	1421.28
61.58	1406.357
61.6	1406.893
61.62	1385.382
61.64	1418.659
61.66	1291.12
61.68	1385.285
61.7	1355.823
61.72	1414.369
61.74	1401.256
61.76	1327.743
61.78	1375.925
61.8	1342.201
61.82	1379.701
61.84	1326.602
61.86	1399.381
61.88	1350.553
61.9	1398.901
61.92	1423.263
61.94	1416.434
61.96	1380.956
61.98	1390.13
62	1387.121
62.02	1386.891
62.04	1397.217
62.06	1361.776
62.08	1376.522
62.1	1429.345
62.12	1345.954
62.14	1357.414
62.16	1407.041
62.18	1391.623
62.2	1376.938
62.22	1418.284
62.24	1365.829
62.26	1337.197
62.28	1406.719
62.3	1360.803
62.32	1403.08
62.34	1345.791
62.36	1408.014
62.38	1415.99
62.4	1375.062
62.42	1371.226
62.44	1357.658
62.46	1478.968
62.48	1444.245
62.5	1465.148
62.52	1378.868
62.54	1354.504
62.56	1363.787
62.58	1420.247
62.6	1428.51
62.62	1378.659
62.64	1385.458
62.66	1331.07
62.68	1447.782
62.7	1345.252
62.72	1349.079
62.74	1351.457
62.76	1432.874
62.78	1354.091
62.8	1395.74
62.82	1343.376
62.84	1403.289
62.86	1341.854
62.88	1395.878
62.9	1489.437
62.92	1371.013
62.94	1331.622
62.96	1387.344
62.98	1401.624
63	1354.417
63.02	1381.342
63.04	1415.014
63.06	1343.9
63.08	1359.632
63.1	1340.538
63.12	1364.805
63.14	1379.993
63.16	1356.053
63.18	1382.051
63.2	1312.123
63.22	1309.923
63.24	1423.289
63.26	1369.682
63.28	1343.772
63.3	1383.209
63.32	1377.127
63.34	1298.138
63.36	1352.155
63.38	1418.216
63.4	1352.247
63.42	1378.229
63.44	1365.078
63.46	1331.521
63.48	1415.015
63.5	1367.609
63.52	1409.324
63.54	1364.813
63.56	1397.626
63.58	1374.661
63.6	1424.709
63.62	1396.469
63.64	1350.798
63.66	1390.34
63.68	1407.982
63.7	1411.432
63.72	1352.144
63.74	1447.681
63.76	1382.898
63.78	1348.13
63.8	1342.137
63.82	1326.165
63.84	1371.82
63.86	1390.739
63.88	1372.698
63.9	1303.699
63.92	1373.061
63.94	1371.631
63.96	1354.25
63.98	1335.059
64	1312.339
64.02	1351.56
64.04	1317.147
64.06	1423.816
64.08	1380.935
64.1	1386.053
64.12	1374.407
64.14	1396.084
64.16	1400.733
64.18	1433.244
64.2	1384.603
64.22	1378.701
64.24	1356.469
64.26	1317.916
64.28	1363.678
64.3	1386.445
64.32	1359.656
64.34	1400.634
64.36	1371.125
64.38	1374.291
64.4	1339.192
64.42	1355.89
64.44	1349.251
64.46	1397.176
64.48	1368.136
64.5	1360.225
64.52	1442.56
64.54	1404.269
64.56	1334.846
64.58	1377.918
64.6	1359.924
64.62	1366.004
64.64	1415.492
64.66	1418.841
64.68	1374.285
64.7	1315.99
64.72	1409.679
64.74	1405.671
64.76	1361.881
64.78	1359.546
64.8	1351.517
64.82	1326.419
64.84	1387.868
64.86	1492.18
64.88	1382.886
64.9	1374.375
64.92	1423.899
64.94	1421.358
64.96	1347.646
64.98	1371.016
65	1478.442
65.02	1447.323
65.04	1377.547
65.06	1432.788
65.08	1441.942
65.1	1403.237
65.12	1482.78
65.14	1391.135
65.16	1477.414
65.18	1443.274
65.2	1398.98
65.22	1496.917
65.24	1555.15
65.26	1524.023
65.28	1594.031
65.3	1625.994
65.32	1623.904
65.34	1623.387
65.36	1703.202
65.38	1631.466
65.4	1711.382
65.42	1776.845
65.44	1820.569
65.46	1756.287
65.48	1833.726
65.5	1849.807
65.52	1793.806
65.54	1783.421
65.56	1831.074
65.58	1818.198
65.6	1788.772
65.62	1805.982
65.64	1834.921
65.66	1801.136
65.68	1749.349
65.7	1730.714
65.72	1741.956
65.74	1744.497
65.76	1643.32
65.78	1703.278
65.8	1698.689
65.82	1676.146
65.84	1613.021
65.86	1625.47
65.88	1590.319
65.9	1535.172
65.92	1545.582
65.94	1469.961
65.96	1534.814
65.98	1462.554
66	1431.753
66.02	1455.159
66.04	1466.981
66.06	1407.789
66.08	1394.749
66.1	1373.106
66.12	1413.126
66.14	1470.212
66.16	1442.382
66.18	1400.112
66.2	1430.029
66.22	1395.573
66.24	1353.396
66.26	1350.047
66.28	1350.687
66.3	1358.107
66.32	1342.207
66.34	1370.316
66.36	1376.588
66.38	1451.836
66.4	1331.961
66.42	1375.051
66.44	1345.48
66.46	1370.75
66.48	1337.952
66.5	1375.801
66.52	1338.555
66.54	1411.818
66.56	1400.207
66.58	1315.329
66.6	1391.473
66.62	1411.283
66.64	1395.548
66.66	1414.791
66.68	1450.265
66.7	1365.599
66.72	1386.641
66.74	1326.396
66.76	1317.225
66.78	1366.613
66.8	1400.344
66.82	1383.536
66.84	1337.266
66.86	1372.547
66.88	1415.254
66.9	1399.888
66.92	1354.758
66.94	1314.243
66.96	1368.167
66.98	1370.877
67	1274.979
67.02	1355.623
67.04	1373.896
67.06	1347.4
67.08	1319.777
67.1	1338.105
67.12	1372.378
67.14	1341.089
67.16	1344.108
67.18	1326.837
67.2	1386.837
67.22	1350.486
67.24	1374.995
67.26	1340.443
67.28	1358.349
67.3	1402.578
67.32	1296.543
67.34	1357.213
67.36	1377.196
67.38	1334.102
67.4	1375.499
67.42	1423.479
67.44	1293.344
67.46	1424.292
67.48	1319.72
67.5	1376.647
67.52	1374.688
67.54	1375.165
67.56	1360.122
67.58	1379.652
67.6	1422.704
67.62	1408.338
67.64	1351.774
67.66	1435.819
67.68	1384.595
67.7	1362.136
67.72	1359.452
67.74	1417.864
67.76	1318.176
67.78	1367.74
67.8	1324.293
67.82	1351.034
67.84	1347.215
67.86	1335.802
67.88	1427.72
67.9	1428.741
67.92	1381.068
67.94	1333.871
67.96	1329.74
67.98	1431.373
68	1402.357
68.02	1342.568
68.04	1329.372
68.06	1344.261
68.08	1366.637
68.1	1358.053
68.12	1429.495
68.14	1435.523
68.16	1376.755
68.18	1402.605
68.2	1385.011
68.22	1374.692
68.24	1426.965
68.26	1432.338
68.28	1417.406
68.3	1368.346
68.32	1430.615
68.34	1351.703
68.36	1340.954
68.38	1404.313
68.4	1408.746
68.42	1379.033
68.44	1394.903
68.46	1457.032
68.48	1412.723
68.5	1409.678
68.52	1402.406
68.54	1447.758
68.56	1406.245
68.58	1453.219
68.6	1415.877
68.62	1413.241
68.64	1383.314
68.66	1470.268
68.68	1446.394
68.7	1439.58
68.72	1501.43
68.74	1427.767
68.76	1407.296
68.78	1364.918
68.8	1418.586
68.82	1516.18
68.84	1479.385
68.86	1508.657
68.88	1532.802
68.9	1480.563
68.92	1503.146
68.94	1453.418
68.96	1462.657
68.98	1414.751
69	1516.591
69.02	1521.679
69.04	1521.244
69.06	1529.421
69.08	1508.662
69.1	1520.26
69.12	1532.241
69.14	1564.491
69.16	1538.805
69.18	1534.84
69.2	1574.749
69.22	1555.03
69.24	1592.165
69.26	1548.98
69.28	1599.812
69.3	1625.991
69.32	1627.577
69.34	1610.438
69.36	1649.426
69.38	1696.59
69.4	1663.791
69.42	1703.581
69.44	1731.3
69.46	1700.28
69.48	1809.654
69.5	1786.821
69.52	1878.999
69.54	1807.313
69.56	1898.61
69.58	1959.634
69.6	1971.496
69.62	1993.956
69.64	2143.699
69.66	2056.874
69.68	2177.813
69.7	2212.172
69.72	2168.075
69.74	2325.418
69.76	2424.594
69.78	2453.565
69.8	2672.812
69.82	2664.759
69.84	2878.877
69.86	3030.261
69.88	3346.934
69.9	3736.752
69.92	4110.004
69.94	4961.128
69.96	6294.868
69.98	8506.449
70	10855.46
70.02	12076.2
70.04	11830.48
70.06	10270.82
70.08	8637.611
70.1	7338.5
70.12	6352.458
70.14	5932.755
70.16	5935.456
70.18	6536.857
70.2	7384.112
70.22	7723.971
70.24	7461.749
70.26	6442.424
70.28	5598.211
70.3	4750.722
70.32	4059.712
70.34	3527.013
70.36	3200.659
70.38	2987.712
70.4	2818.825
70.42	2512.486
70.44	2410.344
70.46	2407.939
70.48	2271.613
70.5	2197.477
70.52	2054.709
70.54	2066.86
70.56	2075.917
70.58	1993.38
70.6	1933.728
70.62	1891.827
70.64	1812.296
70.66	1827.601
70.68	1788.573
70.7	1673.981
70.72	1761.979
70.74	1738.625
70.76	1649.447
70.78	1741.291
70.8	1619.472
70.82	1547.771
70.84	1591.41
70.86	1549.954
70.88	1545.823
70.9	1499.003
70.92	1511.25
70.94	1542.115
70.96	1545.114
70.98	1460.802
71	1463.555
71.02	1492.333
71.04	1484.791
71.06	1375.293
71.08	1395.16
71.1	1383.444
71.12	1404.958
71.14	1418.625
71.16	1422.963
71.18	1384.659
71.2	1370.155
71.22	1352.269
71.24	1378.844
71.26	1348.395
71.28	1338.127
71.3	1324.54
71.32	1427.753
71.34	1351.655
71.36	1392.725
71.38	1383.141
71.4	1397.568
71.42	1363.971
71.44	1385.248
71.46	1310.203
71.48	1360.513
71.5	1394.974
71.52	1340.718
71.54	1340.282
71.56	1317.637
71.58	1307.902
71.6	1299.773
71.62	1242.415
71.64	1344.167
71.66	1329.172
71.68	1290.262
71.7	1251.178
71.72	1314.669
71.74	1240.951
71.76	1311.162
71.78	1320.082
71.8	1328.103
71.82	1311.57
71.84	1271.639
71.86	1335.202
71.88	1293.204
71.9	1319.485
71.92	1336.074
71.94	1351.801
71.96	1328.577
71.98	1299.011
72	1291.594
72.02	1327.175
72.04	1286.634
72.06	1275.676
72.08	1368.185
72.1	1317.367
72.12	1273.812
72.14	1264.465
72.16	1326.193
72.18	1268.237
72.2	1298.391
72.22	1242.955
72.24	1288.496
72.26	1265.03
72.28	1280.543
72.3	1202.939
72.32	1268.636
72.34	1262.701
72.36	1269.914
72.38	1326.495
72.4	1289.019
72.42	1286.535
72.44	1215.681
72.46	1265.857
72.48	1229.495
72.5	1222.623
72.52	1301.282
72.54	1272.09
72.56	1311.9
72.58	1285.984
72.6	1270.015
72.62	1297.597
72.64	1260.137
72.66	1207.467
72.68	1258.416
72.7	1321.091
72.72	1298.646
72.74	1218.091
72.76	1246.359
72.78	1290.983
72.8	1202.99
72.82	1272.915
72.84	1197.025
72.86	1152.605
72.88	1292.104
72.9	1254.892
72.92	1330.321
72.94	1239.881
72.96	1162.549
72.98	1272.44
73	1199.377
73.02	1196.6
73.04	1248.975
73.06	1206.659
73.08	1290.907
73.1	1242.046
73.12	1304.949
73.14	1213.713
73.16	1235.765
73.18	1242.643
73.2	1258.516
73.22	1239.251
73.24	1218.991
73.26	1157.013
73.28	1231.508
73.3	1272.325
73.32	1330.301
73.34	1223.097
73.36	1225.104
73.38	1214.856
73.4	1213.302
73.42	1234.526
73.44	1258
73.46	1275.48
73.48	1309.798
73.5	1253.25
73.52	1220.539
73.54	1227.524
73.56	1227.47
73.58	1190.314
73.6	1189.676
73.62	1233.823
73.64	1269.121
73.66	1291.189
73.68	1210.772
73.7	1289.066
73.72	1168.104
73.74	1192.457
73.76	1173.13
73.78	1230.209
73.8	1216.088
73.82	1269.952
73.84	1186.042
73.86	1133.166
73.88	1219.332
73.9	1298.272
73.92	1188.825
73.94	1223.989
73.96	1181.331
73.98	1198.367
74	1192.952
74.02	1135.304
74.04	1272.766
74.06	1218.708
74.08	1255.981
74.1	1113.064
74.12	1167.005
74.14	1198.064
74.16	1257.299
74.18	1265.481
74.2	1243.833
74.22	1207.849
74.24	1216.339
74.26	1151.961
74.28	1210.406
74.3	1158.637
74.32	1121.753
74.34	1210.679
74.36	1273.558
74.38	1220.049
74.4	1130.172
74.42	1192.787
74.44	1253.604
74.46	1243.054
74.48	1190.891
74.5	1171.023
74.52	1150.334
74.54	1189.861
74.56	1227.909
74.58	1192.714
74.6	1221.388
74.62	1231.585
74.64	1195.624
74.66	1189.308
74.68	1187.782
74.7	1228.881
74.72	1122.581
74.74	1199.55
74.76	1199.631
74.78	1191.797
74.8	1206.679
74.82	1177.624
74.84	1201.983
74.86	1259.848
74.88	1208.825
74.9	1194.963
74.92	1170.28
74.94	1181.892
74.96	1228.515
74.98	1195.859
75	1164.194
75.02	1143.252
75.04	1213.57
75.06	1225.089
75.08	1211.55
75.1	1160.59
75.12	1211.797
75.14	1170.788
75.16	1222.205
75.18	1213.1
75.2	1182.273
75.22	1158.781
75.24	1182.466
75.26	1182.528
75.28	1147.893
75.3	1148.154
75.32	1189.907
75.34	1184.701
75.36	1180.62
75.38	1201.569
75.4	1161.312
75.42	1191.686
75.44	1157.131
75.46	1206.377
75.48	1240.957
75.5	1146.59
75.52	1215.467
75.54	1225.068
75.56	1200.314
75.58	1171.03
75.6	1207.12
75.62	1161.079
75.64	1154.902
75.66	1154.405
75.68	1210.936
75.7	1173.975
75.72	1229.58
75.74	1312.878
75.76	1186.599
75.78	1198.76
75.8	1183.475
75.82	1238.007
75.84	1146.72
75.86	1196.453
75.88	1236.941
75.9	1154.777
75.92	1136.986
75.94	1192.932
75.96	1216.792
75.98	1117.362
76	1200.229
76.02	1165.45
76.04	1195.699
76.06	1191.843
76.08	1158.132
76.1	1136.213
76.12	1193.93
76.14	1207.139
76.16	1216.75
76.18	1190.38
76.2	1177.835
76.22	1213.06
76.24	1224.708
76.26	1185.231
76.28	1176.4
76.3	1153.941
76.32	1183.076
76.34	1190.135
76.36	1187.849
76.38	1134.818
76.4	1197.213
76.42	1152.651
76.44	1217.58
76.46	1192.806
76.48	1129.935
76.5	1172.957
76.52	1124.743
76.54	1203.936
76.56	1163.983
76.58	1164.866
76.6	1176.08
76.62	1211.067
76.64	1194.787
76.66	1155.631
76.68	1174.303
76.7	1184.318
76.72	1201.818
76.74	1115.501
76.76	1143.695
76.78	1152.831
76.8	1144.896
76.82	1164.005
76.84	1197.262
76.86	1220.614
76.88	1264.294
76.9	1199.69
76.92	1187.639
76.94	1198.246
76.96	1226.948
76.98	1194.865
77	1202.94
77.02	1183
77.04	1194.769
77.06	1137.942
77.08	1169.551
77.1	1157.965
77.12	1193.281
77.14	1185.453
77.16	1170.442
77.18	1233.175
77.2	1180.707
77.22	1211.034
77.24	1181.523
77.26	1205.266
77.28	1205.429
77.3	1221.158
77.32	1186.015
77.34	1148.804
77.36	1181.811
77.38	1174.867
77.4	1178.306
77.42	1180.668
77.44	1214.236
77.46	1159.732
77.48	1236.637
77.5	1228.779
77.52	1139.824
77.54	1146.756
77.56	1129.121
77.58	1179.177
77.6	1155.68
77.62	1151.072
77.64	1220.944
77.66	1242.63
77.68	1203.894
77.7	1178.481
77.72	1206.158
77.74	1209.856
77.76	1136.434
77.78	1228.791
77.8	1192.503
77.82	1193.222
77.84	1178.145
77.86	1179.363
77.88	1201.744
77.9	1176.667
77.92	1175.26
77.94	1213.419
77.96	1210.823
77.98	1170.213
78	1180.554
78.02	1213.148
78.04	1209.043
78.06	1263.697
78.08	1279.183
78.1	1260.801
78.12	1298.244
78.14	1269.866
78.16	1262.813
78.18	1337.247
78.2	1254.403
78.22	1270.664
78.24	1272.324
78.26	1357.14
78.28	1348.304
78.3	1330.32
78.32	1324.779
78.34	1309.442
78.36	1437.97
78.38	1389.734
78.4	1454.51
78.42	1431.362
78.44	1389.766
78.46	1473.573
78.48	1511.545
78.5	1514.65
78.52	1592.041
78.54	1624.773
78.56	1640.212
78.58	1647.907
78.6	1702.785
78.62	1790.47
78.64	1724.018
78.66	1856.942
78.68	1810.477
78.7	1781.358
78.72	1823.831
78.74	1900.38
78.76	1869.68
78.78	1970.994
78.8	1867.199
78.82	1921.356
78.84	1956.824
78.86	1991.343
78.88	1981.167
78.9	1865.161
78.92	1976.334
78.94	2010.12
78.96	1951.072
78.98	1946.642
79	1839.977
79.02	1879.561
79.04	1871.862
79.06	1888.11
79.08	1804.345
79.1	1818.531
79.12	1704.655
79.14	1752.145
79.16	1758.037
79.18	1664.739
79.2	1669.113
79.22	1584.572
79.24	1608.608
79.26	1548.453
79.28	1555.512
79.3	1530.786
79.32	1474.478
79.34	1436.518
79.36	1435.969
79.38	1398.831
79.4	1369.018
79.42	1382.794
79.44	1321.45
79.46	1333.429
79.48	1294.815
79.5	1349.352
79.52	1308.152
79.54	1267.713
79.56	1271.765
79.58	1227.329
79.6	1252.94
79.62	1280.013
79.64	1239.958
79.66	1283.709
79.68	1198.948
79.7	1198.52
79.72	1217.02
79.74	1212.302
79.76	1155.953
79.78	1201.727
79.8	1187.328
79.82	1185.78
79.84	1182.993
79.86	1226.693
79.88	1188.051
79.9	1188.588
79.92	1225.878
79.94	1166.613
79.96	1145.908
79.98	1106.204
80	1099.8
80.02	1158.228
80.04	1146.007
80.06	1141.379
80.08	1214.974
80.1	1155.533
80.12	1163.177
80.14	1124.179
80.16	1130.402
80.18	1150.865
80.2	1157.111
80.22	1184.407
80.24	1146.746
80.26	1108.396
80.28	1102.701
80.3	1087.244
80.32	1100.637
80.34	1133.806
80.36	1151.08
80.38	1161.132
80.4	1118.593
80.42	1149.655
80.44	1129.348
80.46	1047.758
80.48	1061.309
80.5	1104.452
80.52	1092.625
80.54	1102.353
80.56	1118.191
80.58	1180.608
80.6	1059.009
80.62	1123.004
80.64	1104.415
80.66	1107.671
80.68	1208.394
80.7	1124.526
80.72	1093.665
80.74	1111.43
80.76	1087.949
80.78	1055.709
80.8	1140.451
80.82	1071.331
80.84	1121.799
80.86	1125.083
80.88	1100.201
80.9	1096.778
80.92	1042.3
80.94	1093.656
80.96	1101.867
80.98	1061.048
81	1122.013
81.02	1113.348
81.04	1129.005
81.06	1114.743
81.08	1100.97
81.1	1107.776
81.12	1121.824
81.14	1065.951
81.16	1090.664
81.18	1077.602
81.2	1130.011
81.22	1095.84
81.24	1139.772
81.26	1143.579
81.28	1169.11
81.3	1124.509
81.32	1093.332
81.34	1093.156
81.36	1110.499
81.38	1110.26
81.4	1112.253
81.42	1074.662
81.44	1124.477
81.46	1075.439
81.48	1079.234
81.5	1092.885
81.52	1148.094
81.54	1128.987
81.56	1097.773
81.58	1083.172
81.6	1122.394
81.62	1063.955
81.64	1162.747
81.66	1208.472
81.68	1153.763
81.7	1110.583
81.72	1128.121
81.74	1174.357
81.76	1093.748
81.78	1133.976
81.8	1099.917
81.82	1130.643
81.84	1096.716
81.86	1082.85
81.88	1140.812
81.9	1122.034
81.92	1119.434
81.94	1132.608
81.96	1144.847
81.98	1158.769
82	1154.379
82.02	1096.107
82.04	1127.703
82.06	1117.318
82.08	1064.471
82.1	1120.417
82.12	1141.386
82.14	1126.931
82.16	1149.728
82.18	1129.492
82.2	1150.2
82.22	1161.109
82.24	1158.104
82.26	1070.874
82.28	1177.777
82.3	1139.685
82.32	1180.377
82.34	1230.227
82.36	1168.409
82.38	1166.977
82.4	1157.554
82.42	1199.814
82.44	1192.626
82.46	1168.336
82.48	1192.842
82.5	1173.818
82.52	1234.258
82.54	1238.888
82.56	1224.343
82.58	1220.435
82.6	1282.707
82.62	1280.73
82.64	1283.213
82.66	1236.714
82.68	1273.246
82.7	1303.957
82.72	1326.7
82.74	1380.499
82.76	1318.359
82.78	1363.586
82.8	1444.689
82.82	1419.539
82.84	1509.267
82.86	1487.255
82.88	1553.941
82.9	1684.025
82.92	1807.725
82.94	2016.919
82.96	2190.984
82.98	2523.076
83	2615.217
83.02	2539.498
83.04	2458.231
83.06	2207.642
83.08	2101.156
83.1	2033.127
83.12	1913.988
83.14	1807.418
83.16	1732.12
83.18	1793.012
83.2	1920.673
83.22	2033.922
83.24	1975.891
83.26	2018.063
83.28	1849.256
83.3	1789.866
83.32	1719.504
83.34	1672.184
83.36	1530.798
83.38	1461.15
83.4	1462.251
83.42	1350.208
83.44	1375.115
83.46	1320.176
83.48	1366.209
83.5	1353.438
83.52	1251.671
83.54	1269.664
83.56	1215.174
83.58	1235.462
83.6	1234.88
83.62	1165.172
83.64	1179.604
83.66	1239.961
83.68	1130.154
83.7	1136.621
83.72	1120.252
83.74	1168.72
83.76	1197.268
83.78	1245.543
83.8	1184.127
83.82	1118.02
83.84	1132.483
83.86	1137.739
83.88	1154.765
83.9	1134.862
83.92	1138.096
83.94	1158.131
83.96	1096.065
83.98	1156.968
84	1105.484
84.02	1053.141
84.04	1072.429
84.06	1091.955
84.08	1157.471
84.1	1137.637
84.12	1080.816
84.14	1083.956
84.16	1045.291
84.18	1116.992
84.2	1062.762
84.22	1086.899
84.24	1043.568
84.26	1041.612
84.28	1072.156
84.3	1060.173
84.32	1081.604
84.34	1076.294
84.36	1071.069
84.38	1060.237
84.4	1051.2
84.42	1069.262
84.44	1086.139
84.46	1044.876
84.48	1047.111
84.5	1044.265
84.52	1070.343
84.54	1082.405
84.56	1095.875
84.58	1032.238
84.6	1054.948
84.62	1085.045
84.64	1060.604
84.66	1063.671
84.68	1033.533
84.7	1044.481
84.72	1114.722
84.74	1077.588
84.76	1047.347
84.78	1046.158
84.8	1085.971
84.82	1077.623
84.84	1004.093
84.86	1077.235
84.88	1026.921
84.9	1034.127
84.92	1061.807
84.94	1067.378
84.96	1052.909
84.98	1028.581
85	991.1646
85.02	954.8677
85.04	1023.906
85.06	1077.099
85.08	1031.503
85.1	1056.156
85.12	1058.339
85.14	1037.994
85.16	1086.087
85.18	1045.279
85.2	1076.158
85.22	1096.853
85.24	1069.121
85.26	983.787
85.28	1077.888
85.3	1053.356
85.32	1004.479
85.34	1014.224
85.36	984.2468
85.38	1034.405
85.4	1066.736
85.42	997.6769
85.44	1016.586
85.46	999.6791
85.48	1020.891
85.5	1034.481
85.52	1016.107
85.54	1023.141
85.56	1037.847
85.58	1048.145
85.6	1063.924
85.62	1061.438
85.64	1052.428
85.66	1061.54
85.68	1006.504
85.7	1038.568
85.72	1064.7
85.74	1026.823
85.76	1051.838
85.78	1014.591
85.8	991.0253
85.82	1044.5
85.84	1056.62
85.86	1007.945
85.88	1074.883
85.9	974.259
85.92	1007.89
85.94	1032.268
85.96	1027.974
85.98	1051.554
86	1038.277
86.02	1033.354
86.04	1010.923
86.06	1023.462
86.08	1054.3
86.1	955.3224
86.12	1053.534
86.14	1049.003
86.16	1041.918
86.18	1017.607
86.2	1011.051
86.22	1018.478
86.24	1018.772
86.26	989.0354
86.28	1037.702
86.3	998.8133
86.32	986.9921
86.34	1009.82
86.36	1004.64
86.38	961.1235
86.4	1020.901
86.42	1005.438
86.44	1095.812
86.46	1079.077
86.48	982.0486
86.5	1036.336
86.52	989.4591
86.54	995.0038
86.56	957.5299
86.58	1011.208
86.6	1016.846
86.62	1001.778
86.64	1019.191
86.66	1039.313
86.68	1008.75
86.7	1034.911
86.72	979.4189
86.74	1015.178
86.76	1043.317
86.78	1055.971
86.8	1016.874
86.82	973.5453
86.84	987.057
86.86	975.1664
86.88	1008.21
86.9	977.3849
86.92	1000.855
86.94	1044.633
86.96	1071.834
86.98	1058.466
87	976.4316
87.02	1064.453
87.04	1016.823
87.06	997.5527
87.08	995.8434
87.1	969.5074
87.12	1004.216
87.14	1031.524
87.16	994.6282
87.18	1016.2
87.2	1001.185
87.22	1001.274
87.24	1044.991
87.26	1030.638
87.28	959.3575
87.3	966.6024
87.32	990.3022
87.34	937.619
87.36	995.1763
87.38	1059.6
87.4	982.7771
87.42	1019.12
87.44	1099.984
87.46	1001.167
87.48	1011.477
87.5	992.1514
87.52	990.6411
87.54	962.0381
87.56	966.7902
87.58	953.4932
87.6	973.3577
87.62	981.8994
87.64	995.1006
87.66	983.7437
87.68	977.3333
87.7	952.5717
87.72	973.4444
87.74	1021.242
87.76	984.4938
87.78	1033.647
87.8	1001.943
87.82	1001.796
87.84	1005.04
87.86	1000.522
87.88	951.2125
87.9	1030.067
87.92	1005.666
87.94	1016.029
87.96	1034.675
87.98	967.1713
88	985.7687
88.02	1011.412
88.04	1000.131
88.06	969.382
88.08	945.4843
88.1	922.8235
88.12	1039.823
88.14	980.0605
88.16	976.1367
88.18	988.4805
88.2	978.9903
88.22	990.367
88.24	996.7967
88.26	1032.554
88.28	982.0114
88.3	1004.077
88.32	1018.862
88.34	1004.73
88.36	1034.981
88.38	1036.897
88.4	996.231
88.42	985.9874
88.44	1030.369
88.46	969.7911
88.48	1059.851
88.5	1011.414
88.52	1011.955
88.54	985.8496
88.56	932.241
88.58	1001.446
88.6	983.9509
88.62	957.1631
88.64	942.9059
88.66	1020.523
88.68	986.5459
88.7	1015.918
88.72	980.9586
88.74	968.7902
88.76	1004.69
88.78	981.8004
88.8	901.8553
88.82	973.4504
88.84	987.5356
88.86	987.4646
88.88	979.0043
88.9	980.7012
88.92	969.1234
88.94	950.285
88.96	1007.116
88.98	962.2655
89	951.9995
89.02	1037.72
89.04	944.3774
89.06	960.5892
89.08	933.7636
89.1	987.9584
89.12	1005.615
89.14	956.2458
89.16	1016.44
89.18	1008.258
89.2	979.1851
89.22	968.9899
89.24	902.9612
89.26	944.2349
89.28	1040.971
89.3	974.2325
89.32	1015.201
89.34	991.4212
89.36	944.8358
89.38	1006.493
89.4	1004.61
89.42	1023.062
89.44	989.6635
89.46	998.248
89.48	966.9771
89.5	990.7469
89.52	1002.734
89.54	1008.592
89.56	977.161
89.58	992.3794
89.6	964.5386
89.62	940.7543
89.64	977.2036
89.66	931.2541
89.68	958.0958
89.7	989.385
89.72	964.3547
89.74	999.9271
89.76	978.9205
89.78	956.0375
89.8	933.0012
89.82	1003.68
89.84	965.0436
89.86	932.0457
89.88	973.5806
89.9	953.0705
89.92	951.366
89.94	946.8865
89.96	972.201
89.98	1005.317
90	1031.164
90.02	966.1979
90.04	1052.181
90.06	983.3161
90.08	941.2812
90.1	956.8864
90.12	1035.69
90.14	998.5662
90.16	1024.548
90.18	974.1507
90.2	928.8301
90.22	975.3949
90.24	936.2899
90.26	1006.506
90.28	978.6938
90.3	1043.767
90.32	983.1498
90.34	998.6078
90.36	994.4423
90.38	987.1819
90.4	966.5382
90.42	948.4171
90.44	969.8
90.46	1002.998
90.48	967.8671
90.5	961.0842
90.52	966.2949
90.54	981.3846
90.56	986.8887
90.58	984.9174
90.6	1000.589
90.62	969.0757
90.64	997.9661
90.66	1023.8
90.68	952.938
90.7	976.071
90.72	1010.551
90.74	965.726
90.76	942.7345
90.78	940.464
90.8	999.2161
90.82	981.0358
90.84	1045.955
90.86	976.4274
90.88	1018.334
90.9	999.8317
90.92	911.3491
90.94	996.8605
90.96	1049.307
90.98	1036.617
91	1005.529
91.02	975.3798
91.04	1018.003
91.06	1025.401
91.08	998.6092
91.1	1029.031
91.12	1047.251
91.14	942.0324
91.16	974.631
91.18	994.4727
91.2	969.6494
91.22	1047.984
91.24	1033.464
91.26	984.0443
91.28	1043.051
91.3	904.8282
91.32	989.3754
91.34	1010.313
91.36	1018.069
91.38	990.2093
91.4	992.3431
91.42	1070.469
91.44	965.7277
91.46	985.9704
91.48	1019.025
91.5	1049.275
91.52	966.9429
91.54	1002.381
91.56	1042.852
91.58	1028.426
91.6	1050.021
91.62	918.1244
91.64	997.3767
91.66	1004.949
91.68	1065.794
91.7	980.2159
91.72	1015.416
91.74	1024.436
91.76	997.5092
91.78	1052.512
91.8	1009.174
91.82	985.2433
91.84	1033.803
91.86	1004.942
91.88	1013.762
91.9	945.6379
91.92	973.3651
91.94	1002.408
91.96	978.7831
91.98	955.9254
92	992.6417
92.02	996.7579
92.04	957.7363
92.06	948.3793
92.08	1005.07
92.1	963.4004
92.12	986.3048
92.14	989.7305
92.16	1026.314
92.18	1086.325
92.2	976.2993
92.22	984.7582
92.24	975.9607
92.26	969.2084
92.28	1019.95
92.3	1019.569
92.32	994.157
92.34	1018.18
92.36	1042.7
92.38	1011.406
92.4	954.2004
92.42	973.6602
