'Id: "" Comment: "" Operator: "administrator" Anode: "Cu" Scantype: "locked coupled" TimePerStep: "113.4" 
25	6395.959
25.02	6380.344
25.04	6246.676
25.06	6185.103
25.08	6307.932
25.1	6273.062
25.12	6319.477
25.14	6264.336
25.16	6309.693
25.18	6280.917
25.2	6375.22
25.22	6458.834
25.24	6263.447
25.26	6327.239
25.28	6389.208
25.3	6300.745
25.32	6421.05
25.34	6215.222
25.36	6231.057
25.38	6110.863
25.4	6036.635
25.42	6130.604
25.44	6077.191
25.46	6082.337
25.48	6166.261
25.5	6166.958
25.52	6250.202
25.54	6094.001
25.56	5945.722
25.58	6159.782
25.6	6197.857
25.62	6238.646
25.64	6061.975
25.66	6200.902
25.68	6068.431
25.7	6136.007
25.72	6010.495
25.74	6000.653
25.76	6100.792
25.78	6100.056
25.8	5973.463
25.82	5780.332
25.84	5987.021
25.86	5991.948
25.88	6042.603
25.9	6157.06
25.92	5997.295
25.94	5933.726
25.96	5939.829
25.98	6050.966
26	5954.005
26.02	6005.277
26.04	5903.336
26.06	5909.766
26.08	5969.044
26.1	5838.589
26.12	5931.006
26.14	5921.954
26.16	5867.884
26.18	5801.071
26.2	5985.214
26.22	5809.93
26.24	5808.394
26.26	5883.36
26.28	5828.967
26.3	5820.798
26.32	5832.385
26.34	5686.833
26.36	5804.879
26.38	5591.304
26.4	5837.31
26.42	5850.558
26.44	5552.146
26.46	5646.918
26.48	5674.756
26.5	5782.49
26.52	5671.057
26.54	5819.303
26.56	5906.522
26.58	5876.474
26.6	5877.108
26.62	5890.955
26.64	5830.009
26.66	5725.391
26.68	5703.077
26.7	5759.029
26.72	5692.252
26.74	5730.674
26.76	5600.546
26.78	5614.046
26.8	5576.285
26.82	5467.303
26.84	5361.155
26.86	5507.308
26.88	5623.158
26.9	5430.862
26.92	5509.006
26.94	5547.629
26.96	5459.322
26.98	5645.472
27	5464.705
27.02	5543.187
27.04	5537.382
27.06	5507.86
27.08	5467.089
27.1	5387.568
27.12	5705.511
27.14	5554.234
27.16	5653.083
27.18	5437.409
27.2	5425.333
27.22	5367.831
27.24	5417.058
27.26	5500.903
27.28	5468.693
27.3	5371.625
27.32	5371.795
27.34	5421.203
27.36	5353.169
27.38	5344.958
27.4	5353.247
27.42	5421.391
27.44	5366.68
27.46	5266.701
27.48	5350.431
27.5	5239.695
27.52	5394.522
27.54	5221.313
27.56	5284.244
27.58	5221.255
27.6	5373.538
27.62	5225.25
27.64	5381.578
27.66	5215.931
27.68	5258.912
27.7	5212.955
27.72	5302.783
27.74	5068.636
27.76	5152.401
27.78	5347.919
27.8	5250.094
27.82	5134.511
27.84	5086.27
27.86	5242.856
27.88	5126.452
27.9	5222.254
27.92	5242.059
27.94	5109.768
27.96	5094.217
27.98	5158.684
28	5265.619
28.02	5177.967
28.04	5169.215
28.06	5133.639
28.08	5113.691
28.1	5170.85
28.12	5010.222
28.14	5030.24
28.16	5022.993
28.18	5010.668
28.2	5151.482
28.22	5018.954
28.24	5127.08
28.26	5038.576
28.28	5082.166
28.3	5098.171
28.32	5125.23
28.34	5015.863
28.36	5130.3
28.38	5312.882
28.4	5182.704
28.42	5228.471
28.44	5158.13
28.46	5170.51
28.48	5057.24
28.5	5066.526
28.52	5044.247
28.54	5108.567
28.56	5033.75
28.58	5029.54
28.6	4866.11
28.62	5009.008
28.64	4956.43
28.66	5053.82
28.68	5017.503
28.7	4903.168
28.72	4723.52
28.74	4888.124
28.76	4830.206
28.78	4769.281
28.8	4817.719
28.82	4935.837
28.84	4832.682
28.86	4836.588
28.88	4904
28.9	4802.192
28.92	4862.229
28.94	4923.807
28.96	4887.89
28.98	4790.028
29	4763.895
29.02	4710.781
29.04	4695.311
29.06	4749.001
29.08	4835.812
29.1	4787.673
29.12	4634.451
29.14	4724.259
29.16	4816.271
29.18	4844.582
29.2	4683.823
29.22	4699.24
29.24	4759.873
29.26	4734.959
29.28	4639.429
29.3	4735.955
29.32	4726.823
29.34	4732.46
29.36	4738.455
29.38	4776.28
29.4	4607.432
29.42	4655.4
29.44	4737.089
29.46	4716.451
29.48	4666.761
29.5	4552.923
29.52	4663.809
29.54	4620.252
29.56	4512.446
29.58	4425.177
29.6	4758.195
29.62	4589.318
29.64	4509.295
29.66	4510.538
29.68	4513.137
29.7	4510.88
29.72	4599.476
29.74	4420.251
29.76	4591.279
29.78	4465.792
29.8	4476.878
29.82	4509.076
29.84	4497.38
29.86	4443.383
29.88	4489.47
29.9	4458.903
29.92	4485.725
29.94	4364.582
29.96	4450.402
29.98	4504.445
30	4412.094
30.02	4455.345
30.04	4355.533
30.06	4368.091
30.08	4306.598
30.1	4419.902
30.12	4477.191
30.14	4542.223
30.16	4460.004
30.18	4365.337
30.2	4342.297
30.22	4305.217
30.24	4255.284
30.26	4321.689
30.28	4250.154
30.3	4296.537
30.32	4262.878
30.34	4266.641
30.36	4327.208
30.38	4236.385
30.4	4371.967
30.42	4248.48
30.44	4369.237
30.46	4367.184
30.48	4359.544
30.5	4201.425
30.52	4307.703
30.54	4267.561
30.56	4305.239
30.58	4250.863
30.6	4239.375
30.62	4111.965
30.64	4309.267
30.66	4171.819
30.68	4225.303
30.7	4166.083
30.72	4109.283
30.74	4392.145
30.76	4069.304
30.78	4341.851
30.8	4384.954
30.82	4359.391
30.84	4145.328
30.86	4192.423
30.88	4208.039
30.9	4158.365
